text,summary
"Food giant Conagra Brands has recalled over 3 lakh kilograms of spaghetti and meatball products because of undeclared allergens and misbranding. The recalled products from the company contain milk, an allergen that was not detailed on the product label, according to US authorities. Customers who purchased the products were urged to throw them away or return them.",फूड फर्म कोनग्रा 3 एल किलो स्पेगेटी और मीटबॉल आइटम को याद करती है 
"State-run Oil and Natural Gas Corp (ONGC) is keen to buy fuel retailer Hindustan Petroleum (HPCL) in a Ã¢ÂÂ¹42,254 crore deal. Following up on Finance Minister Arun JaitleyÃ¢ÂÂs budget announcement of creating an integrated oil firm, ONGC evaluated options of buying either HPCL or BPCL. However, it found Bharat Petroleum Corp too expensive, reports said.","ओएनजीसी ¢ 20042,200 करोड़ के सौदे में एचपीसीएल खरीदने का इच्छुक है "
"The Central Information Commission has directed a banks' consortium that lent a bad loan to Vijay Mallya's Kingfisher Airlines to reveal details about not just the loan, but also about the loan's approval. Banks earlier rejected an RTI petition, refusing to give most of the information about the process that led to ""unwarranted"" granting of loan that eventually went bad.",बैंकों ने माल्या-किंगफिशर बैड लोन पर सभी विवरण देने को कहा 
"Actress Deepika Padukone has shared a childhood picture of herself on Instagram, where her father Prakash Padukone can be seen holding her. Sharing the picture to mark her father's 62nd birthday on June 10, Deepika wrote, ""Happy Birthday Pappa... I Love You!"" Earlier in 2015, Deepika featured in an advertisement with her father for a paint company.",दीपिका ने पिता प्रकाश पादुकोण के साथ बचपन की तस्वीर साझा की 
"Hollywood actress Angelina Jolie has added a 100-feet long water slide to her mansion in Los Angeles, which is estimated to be worth Ã¢ÂÂ¹160 crore. Sources suggest that Jolie moved to this house to make it easier for the kids to meet father Brad Pitt, post their split. The house consists of six bedrooms and ten bathrooms.",एंजेलिना अपने Ã 60 man160 करोड़ हवेली में 100 फुट लंबी पानी की स्लाइड जोड़ती है 
"Gauri Khan took to Instagram to share an old picture of herself with husband Shah Rukh Khan. ""Love this retro look,"" read Gauri's caption alongside the picture. Shah Rukh and Gauri dated for about six years before getting married in 1991. They have three kids together, Aryan, Suhana and AbRam.",इस रेट्रो लुक को पसंद करें: पति शाहरुख के साथ गौरी 
"Singer Adnan Sami has slammed those who claim to be staunch Muslims on Twitter, but are seen stalking the Twitter timelines of female users during the holy month of Ramzan. He further went on to call such people 'tharkee', which roughly translates to lustful. Responding to Adnan's tweet, a user wrote that 'kattar Muslims' should not be using social media.",अदनान ने रमजान के दौरान मुस्लिम लड़कियों को ऑनलाइन स्लैम दिया 
"In its ruling on Aadhaar, the Supreme Court quoted former Prime Minister Rajiv Gandhi's 1985 remark that only 15 paise of every rupee spent on welfare reaches the needy. The apex court said Aadhaar can take care of the problem of duplicate beneficiaries reaping benefits of welfare schemes meant for the genuine deprived class.",केवल 15 पैसे गरीब तक पहुंचे: SC ने फैसले में राजीव को उद्धृत किया 
"Suvarna Raj, a wheelchair-bound international para-athlete, has claimed she slept on the floor of a train after not getting the lower berth on the Nagpur-Delhi Garib Rath. Suvarna, who suffers 90% disability, was allotted an upper berth in the coach reserved for handicapped people, after which she approached authorities. They denied her request, forcing her to sleep on the floor.","पैरा-एथलीट ने लोअर बर्थ से इनकार किया, ट्रेन के फर्श पर सोता है "
"Indian middle-order batsman Yuvraj Singh hit the winning six after the crowd in the Oval chanted 'we want six' against South Africa on Sunday. Facing JP Duminy in the 38th over, Yuvraj smashed the ball over midwicket to help India reach the semifinals of the Champions Trophy. India have never lost to South Africa in the ICC Champions Trophy.",भीड़ छंटने के बाद युवराज ने छक्के बनाम SA 
"The convicts of the Chanchalguda Central Jail in Telangana helped the prison department earn a profit of  Ã¢ÂÂ¹4 crore by working at a local petrol pump. The profit is used for prisoners' development and they are paid a salary that starts from Ã¢ÂÂ¹8,000. Officials said 45 convicts and 15 prisoners released on bail, currently work at the petrol pump. ","कॉन्ट्रैक्ट्स पेट्रोल पंप पर काम करते हैं, ¢ Â‚Â¹4 करोड़ का लाभ कमाने में मदद करते हैं "
"New York-based brand PluggedNYC has accused reality television star Kylie Jenner of copying their designs in her new camouflage clothing collection. Tizita Balemlay, CEO of PluggedNYC, in an Instagram post wrote, ""Copy & Paste down to the shoes I used on my models."" Balemlay added how she was ""so excited"" when Kylie's stylist had contacted her initially regarding a collaboration.",न्यूयॉर्क ब्रांड का दावा है कि काइली ने उनके छलावरण डिजाइन की नकल की 
"Reacting to 'King of Clay' Rafael Nadal winning his 10th French Open title, tennis player Tommy Robredo tweeted, ""What if we would have 2 grand slams on clay?"" ""Serena wins a Grand Slam pregnant, Roger Federer wins No. 18 and Rafael Nadal captures his 10th French Open title. 2017 tennis has been fun,"" tweeted another user.","कल्पना कीजिए कि यदि मिट्टी पर 2 ग्रैंड स्लैम थे, तो ट्वीट उपयोगकर्ता "
"Indian opener Shikhar Dhawan became the fastest player to score 1,000 runs in ICC ODI tournaments, after crossing the landmark in his 16th innings while playing against South Africa on Sunday. Dhawan broke former Indian cricketer Sachin Tendulkar's record who crossed the 1,000-run mark in his 18th innings. Dhawan also has joint most centuries in ICC Champions Trophy.","धवन ने आईसीसी टूर्नामेंटों में सबसे तेज 1,000 रन बनाए "
"The US Navy on Saturday commissioned a new warship, USS Gabrielle Giffords, in the name of former Arizona congresswoman who was severely injured in a 2011 shooting, as a tribute to her perseverance. Giffords said she was honoured that the 421-feet ship will carry her name and the vessel is ""strong and tough, just like her crew"".",अमेरिका ने उत्तरजीवी को गोली मारने के नाम पर युद्धपोत लॉन्च किया 
"A man, who was caught on video yelling racial slurs and then turning violent outside a Chicago Starbucks, has been arrested. According to police, 23-year-old William Boucher ""became irate"" after someone spilled a drink on him inside the Starbucks. Boucher then screamed at a black man, ""Shut up, slave"", and also spat on another man.",स्टारबक्स ग्राहक ने ब्लैक मैन को स्पिल्ड ड्रिंक पर गुलाम कहा 
"The GST reform should not be implemented with ""jugaad"" and the rollout date for the new tax regime should be postponed by a month, West Bengal Finance Minister Amit Mitra has said. The regime should be such that common people and small traders benefit alike, he added. Notably, the GST Council has lowered tax rates on 66 items including insulin.",मंत्री ने कहा कि जीएसटी को 'जुगाड़' के साथ नहीं बढ़ाया जाना चाहिए 
"Singer Katy Perry, during her ongoing live stream on YouTube, has said that she forgives singer Taylor Swift and is sorry for anything she ever did while adding, ""I hope the same from her."" Katy, while addressing her three-year-long feud with Taylor, further said, ""We... can be representatives of strong women that come together despite their differences.""",केटी पेरी कहती हैं कि मैंने टेलर को माफ कर दिया 
"The trailer of the Akshay Kumar and Bhumi Pednekar starrer Toilet: Ek Prem Katha released on Sunday. It was aired at the mid-innings break of the India vs South Africa Champions Trophy on the sports channel broadcasting the match. The film, a take on PM Narendra Modi's Swachh Bharat Abhiyan, is scheduled to release on August 11.","अक्षय, भूमि की टॉयलेट: एक प्रेम कथा का ट्रेलर जारी "
"Anand Kumar, the founder of Bihar's Super 30 IIT coaching program, was born in Patna, and studied in a Hindi medium government school. He couldn't take admission in Cambridge University even after getting selected due to his financial condition. He got the idea of starting Super 30 after an underprivileged student came to him for coaching but couldn't afford it.",आईआईटी कोचिंग प्रोग्राम सुपर 30 के संस्थापक आनंद कुमार कौन हैं? 
"A Powerball ticket sold in California won the lottery prize of approximately Ã¢ÂÂ¹2,889 crore ($448.7 million), said to be one of the largest lottery prizes ever. The prize was the seventh largest in Powerball history and will now be reset to Ã¢ÂÂ¹257 crore for the next draw. The lump sum payout for the winning ticket would be about Ã¢ÂÂ¹1,757 crore. ","यूएस में बिकने वाला पावरबॉल टिकट ¢ 92,889 करोड़ की लॉटरी पुरस्कार जीतता है "
"Filmmaker JP Dutta, known for directing the National Award winning film Border, has unveiled the first look poster of his upcoming war drama Paltan. Dutta said, ""It's time to tell a new story, to tell another part of history of our country and salute more real life heroes!"" It's been reported that actual army men will be part of Paltan.",बॉर्डर डायरेक्टर जेपी दत्ता ने पल्टन के फर्स्ट लुक पोस्टर का खुलासा किया 
"Reacting to actress Raveena Tandon's tweet on if she will be called a Hindutva icon, Sanghi, bhakt or communal on wearing a saree, a user tweeted, ""Actually the sari is a symbol for all Indians, it's beautiful. Keep your narrow minded politics out of it."" Another user wrote, ""Indira Gandhi wore saree alwayz.. Noone termed her communal or bhakt."" ",ट्विटर यूजर्स ने रवीना की 'हिंदुत्व आइकन साड़ी' टिप्पणी पर प्रतिक्रिया दी 
"Filmmaker Madhur Bhandarkar, who was awarded the Bharat Gaurav Award at the United Nations hall in New York, dedicated his win to the Indian Armed Forces and their families. Spiritual leader Sri Sri Ravi Shankar and late astronaut Kalpana Chawla were among the other honourees this year. The award was instituted by Sanksriti Yuva Sanstha, a Jaipur-headquartered NGO. ",भंडारकर ने अपने भारत गौरव पुरस्कार को सशस्त्र बलों को समर्पित किया 
"The Devendra Fadnavis-led Maharashtra government on Sunday announced a complete loan waiver for small farmers ""with immediate effect"". Stating that approval was given for loan waivers to all farmers with some conditions, state Revenue Minister Chandrakant Patil said a disciplinary committee will be formed to decide these conditions. Following the announcement, the farmers suspended their strike.",महाराष्ट्र ने छोटे किसानों के लिए पूर्ण ऋण माफी की घोषणा की 
"Absconding liquor baron Vijay Mallya was today booed by fans outside the Oval stadium in London at the India-South Africa Champions Trophy match. People could be heard chanting ""chor"" (thief) when they spotted Mallya, while also demanding that he 'return their money'. Mallya, who owes Ã¢ÂÂ¹9,000 crore to Indian banks, was earlier spotted at the India-Pakistan match in Birmingham.","भारत-एसए मैच में बोले माल्या, भीड़ ने लगाया 'चोर, चोर' "
"US-based top augmented reality startup Meta has sued former Head of Optics, Zhangyi Zhong, for alleged breach of contract and theft of trade secrets to create his own company. The lawsuit alleges Zhong ""shamelessly leveraged"" his time at Meta to ""misappropriate confidential and trade secret information of Meta's technology."" Zhong joined Meta in March 2015 and quit in July 2016.",यूएस स्टार्टअप ने ट्रेड सीक्रेट्स चोरी के मामले में पूर्व कर्मचारी पर मुकदमा दायर किया 
"The Unique Identification Authority of India has refused to share information on fake and duplicate Aadhaar cards, saying the disclosure might affect national security. Replying to an RTI query, UIDAI also refused to give details of action taken in such cases. The format in which information is held, contains identity details which, if divulged, could lead to identity-theft, it said.",UIDAI ने राष्ट्रीय सुरक्षा भय पर नकली आधार की जानकारी से इनकार किया 
"The alleged mastermind of Iran's twin terror attacks which claimed 17 lives and injured over 40 on Wednesday has been killed by security forces, the country's Intelligence Minister Mahmoud Alavi has said. Islamic State claimed responsibility for the attacks in which gunmen attacked the Iranian parliament and the shrine of revolutionary founder Ruhollah Khomeini was struck by a suicide bomber.",ईरान के मास्टरमाइंड जुड़वां आतंकवादी हमले 
"Iran has sent five planes of food to Qatar which is suffering shortages after several Arab nations cut air and other transport links to the country accusing it of supporting terrorism. Deliveries would continue ""as long as there is demand"", Iranian officials have said. Three Iranian ships loaded with fruits and vegetables are also reportedly set to leave for Qatar.",ईरान ने कतर के बीच भोजन के पांच विमानों को कतर भेजा 
US Attorney General Jeff Sessions has said that he will appear before the Senate Intelligence Committee on Tuesday to address matters former FBI Director James Comey brought up this week in his testimony before the panel. Comey had accused President Donald Trump of firing him to try to undermine the FBI's investigation into Trump team's alleged ties with Russia.,पूर्व अमेरिकी वकील पूर्व सीबीआई प्रमुख के बाद सीनेट के समक्ष गवाही देने के लिए 
"Saudi Arabia and Bahrain have banned tourist destinations from airing all channels of the Qatar-based Al Jazeera network in the latest escalation in the regional spat.  The Saudi Commission for Tourism ordered hotels to replace the channels with ""official Saudi television ones"" and threatened violators with fines of up to Ã¢ÂÂ¹17 lakh or cancellation of tourism license.","सऊदी अरब, बहरीन ने कतर संकट के बीच अल जज़ीरा पर प्रतिबंध लगाया "
"The latest ultrasonic inspections have reportedly detected at least 70 additional cracks and around 300 new flaws in nuclear reactors at Belgium's Tihange and Doel power plants. Environmentalists have criticised the operators for continuing the operations. However, officials have said that as long as cracks do not expand, they do not pose a danger to the reactor operations.","बेल्जियम के परमाणु रिएक्टरों में मिली 70 नई दरारें, 300 खामियां "
"Actress Priyanka Chopra took to social media to share an old picture of herself with her parents and younger brother. The picture was taken after Priyanka won the Miss World beauty pageant in the year 2000. ""Family. Beautiful. Together. One,"" read the caption alongside the picture.",मिस वर्ल्ड जीत के बाद पिक अपने परिवार के साथ प्रियंका को दिखाती है 
"The ICC was accused of being biased towards India after posting a meme mocking South Africa during the team's Champions Trophy match on Sunday. ""Oh, wait, I thought I was following the International Cricket Council, not the Indian Cricket Council,"" read a tweet. Another user tweeted, ""Did someone hack ICC's official twitter account from India?""",आईसीसी ने ट्विटर पर भारत के प्रति पक्षपाती होने का आरोप लगाया 
"An 80-year-old woman in Madhya Pradesh's Bhopal was reportedly beaten by police, who accused her of hiding agitators inside her house. The police came to Kamla Bai's house chasing protesters from a farmers' rally in a nearby village and injured her family members as well. The woman has gone on a fast, demanding that CM Shivraj Singh Chouhan meet her.",'आंदोलनकारियों को पनाह ’देने के लिए सांसद की पिटाई 80 वर्षीय महिला 
"The E5 Shinkansen series bullet trains on the upcoming Mumbai-Ahmedabad high speed corridor will be equipped with multi-purpose rooms to be used for breastfeeding and for sick passengers. Besides separate washrooms for men and women equipped with triple mirrors for make-up, the trains will also have baby changing rooms comprising baby toilet seats and tables for diaper disposal.",मुंबई-अहमदाबाद बुलेट ट्रेन में स्तनपान कक्ष हैं 
"Indian wicketkeeper MS Dhoni completed 50 dismissals in ICC ODI tournaments, reaching the milestone during the Champions Trophy group match against South Africa on Sunday. He is the fourth keeper to do so, with Sri Lanka's Kumar Sangakkara leading the list. Dhoni effected two dismissals in the match, dismissing Hashim Amla and Kagiso Rabada caught behind.",MS धोनी ने ICC ODI टूर्नामेंट में 50 की पारी पूरी की 
"A day after initiating a fast over the farmers' agitation in the state, Madhya Pradesh Chief Minister Shivraj Singh Chouhan on Sunday ended his fast. Chouhan ended his 'peace fast' almost after 28 hours with coconut water. Earlier, the relatives of five farmers killed in police firing during the Mandsaur protests had asked Chouhan to discontinue his fast.",शिवराज सिंह चौहान 28 घंटों के बाद अपना 'शांति उपवास' समाप्त कर रहे हैं 
"Panchkula boy Sarvesh Mehtani, who topped IIT-JEE (Advanced) 2017, has said he would watch animation films on TV to ""control stress"" while studying and Japanese manga series Doraemon was his favourite. Mehtani added that it was better to watch cartoons than other ""worthless"" serials on television and ""it worked well"" for him.",डोरेमॉन ने तनाव को नियंत्रित करने में मदद की: IIT-JEE एडवांस्ड टॉपर 
"Brazilian striker Gabriel Jesus suffered a broken eye socket after being hit by an elbow during the team's international friendly against Argentina on Friday. Jesus was stretchered off the field after Manchester City teammate NicolÃÂ¡s Otamendi's elbow struck him in the left eye. Jesus was initially given clearance after precautionary tests, but detailed examination later revealed a fracture.",कोहनी की चपेट में आने से खिलाड़ी टूटी आंख की गर्तिका से ग्रस्त है 
"The dispute between Qatar and other Arab states could lead to war, German Foreign Minister Sigmar Gabriel has warned. Adding that there is a chance to defuse the tension, Gabriel urged nations in the region to find a solution to the crisis, especially to lift the sea and air blockades imposed on Qatar.",खाड़ी संकट युद्ध का कारण बन सकता है: जर्मन विदेश मंत्री 
Russian Foreign Minister Sergei Lavrov has warned the US that it was unacceptable for its forces to strike pro-government forces in Syria. This comes after the US military carried out an air strike against militia supported by the Russia-backed President Bashar al-Assad government allegedly for posing a threat to US forces and US-backed Syrian fighters in the country.,रूस ने अमेरिका को सीरिया में सरकार समर्थक बलों पर हमला न करने की चेतावनी दी 
"Protesters held rallies across the United States on Saturday to denounce sharia law, the Islamic legal and moral code, saying it is incompatible with the Western democracy and the freedoms it affords. The protesters faced an equal number of counter-protesters who said the rallies were part of a wave of anti-Muslim and anti-immigrant sentiment fuelled by President Donald Trump.",प्रदर्शनकारियों ने पूरे अमेरिका में इस्लामी कानून के खिलाफ रैली की 
"Finance Minister Arun Jaitley on Sunday announced that the GST Council has decided to reduce tax levels of 66 items. The council has lowered tax rates on insulin from 12% to 5%, packaged food including some fruits and vegetables from 18% to 12%, and agarbatti from 12% to 5%. Additionally, tax rate on computer printers has been lowered to 18%.",जीएसटी परिषद 66 वस्तुओं की कर दरों को कम करती है 
"Finance Minister Arun Jaitley on Sunday announced that the GST Council has lowered the tax rate on movie tickets costing Ã¢ÂÂ¹100 and below to 18%, as against 28% proposed earlier. However, movie tickets costing over Ã¢ÂÂ¹100 will continue to attract 28% GST. Notably, the Council has reduced tax rates for 66 items after receiving representations for 133 items.",ST ed 100 से नीचे मूवी टिकट पर GST दर 28% से घटाकर 18% 
"The Shah Rukh Khan, Aishwarya Rai and Madhuri Dixit starrer 2002 film 'Devdas' will be re-released in 3D format on its 15th anniversary in July. The film's director Sanjay Leela Bhansali said that the film is an ideal candidate for the 3D format, as much of the film was originally shot with a lot of depth in the frames. ","एसआरके, ऐश की देवदास को 15 वीं वर्षगांठ पर 3 डी में फिर से रिलीज करने के लिए "
"Information and Broadcasting Ministry has denied permission for the screening of three documentaries at an upcoming Kerala film festival. The three films include na documentary based on PhD scholar Rohith Vemula who committed suicide, a film on Kashmir and another on the JNU agitation. Reacting to the decision, the film festival's director said there's an ""undeclared cultural Emergency"" in India.",I & B मंत्रालय रोहित वेमुला फिल्म की स्क्रीनिंग की अनुमति से इनकार करता है 
"All 30 students from Bihar mathematician Anand Kumar's Super 30 program have cleared the IIT-JEE Advanced examination for admission to IITs this year. Kumar's Super 30 was started in 2002 to provide IIT entrance coaching to 30 underprivileged students every year. In the last 15 years, 396 students out of around 450 enrolled have cleared the IIT entrance exam.",आनंद कुमार के सुपर 30 स्पष्ट जेईई एडवांस से सभी छात्र 
"The Union Public Service Commission (UPSC) announced on Sunday that candidates who bring any gadgets inside the examination hall will be barred from giving the exam in future as well. It included all electronic gadgets like cellular/mobile phones, any other devices for communication, laptops, bluetooth devices, and calculators in the list of banned gadgets.",भविष्य के लिए वर्जित होने के लिए हॉल में गैजेट के साथ इच्छुक: यूपीएससी 
"Fuel traders across the country are protesting against the government's decision to revise fuel prices daily, based on global prices of petroleum products. Traders said they will have to wait for the government's notification to update prices at midnight every day. They added that all petrol pumps are not automated, which will lead to delay in selling fuel at night.",ईंधन के व्यापारी ईंधन की कीमतों में दैनिक परिवर्तन का विरोध क्यों कर रहे हैं? 
"South Africa's AB de Villiers and David Miller were both run out in Champions Trophy Group B encounter on Sunday, as well as in India's World Cup 2015 encounter against the Proteas. In the match, De Villiers was run out by Dhoni following Hardik Pandya's throw, while Miller was stranded on the same end as Faf du Plessis.","दोनों डीविलियर्स, मिलर WC'15, CT'17 में बनाम Ind से बाहर थे "
"Adobe's Indian-American CEO Shantanu Narayen has said that many companies just say AI (artificial intelligence) without understanding how they want to apply it. He added, ""Adobe's AI plans start with voice commands. Imagine brightening colors on photos just by speaking."" He went on to say that he sees artificial intelligence as a game changer.",कई फर्मों का कहना है कि एआई बिना यह जाने कि इसे कैसे लागू किया जाए: एडोब के सीईओ 
"A gambler lost ÃÂ£70,000 (over Ã¢ÂÂ¹57 lakh) as he believed that the UK election was ""unlosable"" for PM Theresa May. British bookmaker William Hill, which took the wager from an unnamed gambler, said around ÃÂ£20 million (Ã¢ÂÂ¹164 crore) was wagered, the majority of it backing May. Notably, May lost her parliamentary majority after calling an early election to strengthen it.",गैम्बलर ने 'अनलॉसेबल' यूके पीएम मे पर दांव लगाने के बाद amb lakh57 लाख का नुकसान उठाया 
"French voters began voting on Sunday in the first round of a parliamentary election. The vote to elect the lower house's 577 members comes a month after the presidential victory of Emmanuel Macron, who requires a majority in the National Assembly to implement reforms he promised during his campaign. Over 4.7 crore people are eligible to vote in the election.",नई संसद चुनने के लिए फ्रांस में मतदान शुरू हो रहा है 
"American news channel CNN has dropped Believer show host Reza Aslan after he called US President Donald Trump a ""piece of shit"" and ""an embarrassment to humankind"" following Trump's reaction to the London attacks. Aslan later apologised, saying, ""I should have used better language to express my shock"". He said it was best for CNN and him to ""part ways.""",डोनाल्ड ट्रम्प को 'गंदगी का टुकड़ा' कहने के लिए CNN ड्रॉप्स शो की मेजबानी 
"An easyJet pilot allegedly asked passengers on a Malaga-Bristol flight on Saturday to vote on whether he should fly the plane with a faulty engine, saying the chances of both engines working were ""50/50"". Although many passengers began shouting and having panic attacks, 12 voted to fly. However, the flight departed after the technical issue was fixed. ",पायलट यात्रियों से मतदान करने के लिए कहता है अगर उसे दोषपूर्ण विमान उड़ाना चाहिए 
"Around 200 naked models participated in a public body painting exhibit promoting ""positivity and acceptance"" on Friday in Times Square, New York. The models painted phrases like ""all you need is love"" and ""my body my art"" on their bodies. They were photographed with the phrases as part of the Body Notes exhibit.",'स्वीकृति' को बढ़ावा देने के लिए एनवाई में सैकड़ों मॉडल नग्न 
"Seventeen visitors were showered with bird droppings by a passing flock of geese at Disneyland in California, US. A hazardous materials team, which was called after reports emerged of faeces being thrown on visitors, found a flock of geese responsible. Police later said the guests were ""healthy and happy"" after they washed up and were given new clothes. ",डिज़नीलैंड टूर ग्रुप ने पंछी के साथ बौछार की 
"A 6-month-old German Shepherd considered ""too friendly"" to work as a police dog in Australia has been given a government position. The police had said Gavel was too sociable and ""did not display the necessary aptitude for a life on the front line."" It relocated Gavel to a ceremonial position when Queensland Governor Paul de Jersey became fond of him. ",पुलिस को सरकारी पद के लिए कुत्ता 'बहुत अनुकूल' 
"Lupin Pharmaceuticals has recalled widely-distributed birth control pills over a packaging error that the US drug regulator warned could lead to unintended pregnancy. The Mibelas 24 Fe pills were packaged in the wrong order, meaning the first four pills were non-hormonal placebos rather than the active tablets. Pills taken out of sequence could place the user at contraceptive failure risk.",पैक त्रुटि के रूप में जन्म नियंत्रण दवा निरस्त हो सकती है 
"As per reports, actor Shah Rukh Khan is set to buy a franchise in the newly formed T20 Global League of South Africa. The actor, who owns IPL team Kolkata Knight Riders and the Trinbago Knight Riders in the Caribbean T20 league, has sent his representative for negotiations. The eight franchise owners will be announced at LordÃ¢ÂÂs on June 19.",दक्षिण अफ्रीका में T20 क्लब खरीदने के लिए शाहरुख खान: रिपोर्ट 
"Actress Katrina Kaif has said that doing a 10-minute tayyari (preparation) for a picture is a bit obnoxious. She added, ""It is the way people behave before clicking a picture. I am very happy to take pictures. But maybe, just figure the arrangement of your hair in advance or just get ready and come.""",एक तस्वीर के लिए 10 मिनट की टायरी करना थोड़ा अप्रिय है: कैटरीना 
"Actress Shraddha Kapoor took to Instagram to share a behind-the-scenes photo from the sets of her upcoming film 'Haseena: The Queen of Mumbai'. Captioned, ""When we fell in love"", the picture shows Shraddha with actor Ankur Bhatia, who plays her husband Ibrahim Parkar in the film. Shraddha will play Haseena Parkar, late sister of underworld don Dawood Ibrahim. ",जब हमें प्यार हुआ: 'हसीना' के सेट से तस्वीर पर श्रद्धा 
"Singer Diljit Dosanjh said that just because he never drinks alcohol doesn't mean he can't sing about it. He added, ""I acted in 'Udta Punjab' which was based on drugs [and alcohol], even though I never drink."" Diljit further said that awareness can be spread through entertainment, and people have to choose what they wish to take away from it.","मैं कभी नहीं पीता, इसका मतलब यह नहीं है कि मैं इसके बारे में नहीं गा सकता: दिलजीत "
"A woman in United States' New Jersey fell down an open sidewalk access door while she was looking at her phone on Thursday, officials said. The 67-year-old woman fell six feet down the stairs, and suffered serious injuries. A video of the incident shows paramedics and firefighters taking her away on a stretcher.",वीडियो: फोन पर महिला खुले फुटपाथ पर गिरती है 
"Mahindra group Chairman Anand Mahindra tweeted he ""stood and wept"" when the National Anthem played after India's Mahindra Racing team registered its maiden Formula E victory on Saturday. Swedish driver Felix Rosenqvist won the the first of two Berlin ePrix races while Germany's Nick Heidfeld came third to make it a double podium finish for Mahindra.",मैं खड़ा था और रो रहा था: भारत की पहली फॉर्मूला ई जीत पर महिंद्रा 
"BCCI has released a statement that dismisses Indian Express' report claiming that Sachin Tendulkar, Sourav Ganguly and VVS Laxman had demanded remuneration for their services as members of BCCI's coach selection committee. The report claimed that the trio, appointed by BCCI's Supreme Court-appointed Committee of Administrators, had demanded that their services should not be considered honorary. ","सचिन, गांगुली ने कोच चयन के लिए भुगतान की मांग नहीं की: बीसीसीआई "
