text,summary
"Veteran Indian batsman Gautam Gambhir smashed a 69-ball century for Delhi against Haryana in Vijay Hazare Trophy on the occasion of his 37th birthday on Sunday. Gambhir also reached 10,000 List A runs during his 72-ball 104-run knock, becoming the ninth Indian to achieve the feat. His knock helped Delhi advance to the semi-final of the tournament.","गंभीर ने 37 वें दिन 69 गेंद में स्लैम डाला, 10,000 लिस्ट ए रन तक पहुंचा "
"The record for the most sixes hit in a T20 match was set in the Balkh Legends-Kabul Zwanan match on Sunday. As many as 37 sixes were hit, breaking the previous record of 34 sixes (Central Districts-Otago, Super Smash 2016 and Trinbago Knight Riders-St Lucia Stars, Caribbean Premier League 2018). Balkh Legends smashed 23 sixes, while Kabul Zwanan slammed 14.","अफगानिस्तान प्रीमियर लीग मैच में 37 छक्के, एक टी 20 में सबसे ज्यादा "
"Afghan opener Hazratullah Zazai smashed six sixes in an over during his 17-ball 62-run knock for Kabul Zwanan against Balkh Legends in Afghanistan Premier League today. The 20-year-old left-handed batsman achieved the feat against 31-year-old spinner Abdullah Mazari in the fourth over. Zazai reached 50 in 12 balls, equalling Yuvraj Singh and Chris Gayle's world record for fastest T20 fifty.","अफगान बल्लेबाज ने 1 ओवर में 6 छक्के मारे, संयुक्त सबसे तेज T20 50 हिट "
"An 11-year-old boy was killed and his seven friends were injured when a speeding car hit them while they were walking towards a temple in Maharashtra's Nashik on Sunday. The boys were aged between 9 and 15, and the mishap took place at 4 am, a police official said. A search is on for the driver who fled, he added.","नासिक में मंदिर की ओर जाते हुए तेज रफ्तार कार ने 8 लड़कों को रौंदा, 1 की मौत "
"The Reserve Bank of India (RBI) will not relax its October 15 deadline set for global financial technology (fintech) companies to comply with its data localisation norms, reports said. The RBI in April gave six months time to these companies to store transaction data of Indian customers within India. Many global companies were against data localisation due to increased expenditure.",डेटा स्थानीयकरण के लिए RBI 15 अक्टूबर की समय सीमा को शिथिल नहीं करेगा: रिपोर्ट 
"Amid the ongoing #MeToo movement, the Delhi Commission for Women (DCW) has launched a separate email address to report cases of sexual harassment. The DCW said one can call 181 for any assistance or mail the complaint to 'metoodcw@gmail.com'. ""This...will pave the path for putting these sexual predators behind bars, something that should have been done long ago,"" it added.",DCM ने #MeToo मामलों की रिपोर्ट करने के लिए अलग से ईमेल आईडी लॉन्च किया 
"Humanoid robot Pepper is set to appear as a witness for the first time before the UK Parliament this week. Pepper will be questioned as part of an inquiry from the members of the education select committee regarding robots and artificial intelligence (AI). Manufactured by SoftBank Robotics, Pepper is a semi-humanoid robot that is capable of recognising human emotions.",पहली बार ब्रिटेन की संसद के सामने गवाह के रूप में पेश होने वाला रोबोट 
"Apple's App Store generated nearly 94% more revenue than Google's Play Store in the third quarter of 2018, according to market analyst Sensor Tower. Approximately 66% of the $18.2 billion in mobile app revenue generated in Q3 2018 came from Apple's App Store. Meanwhile, Google Play earned $6.2 billion in Q3, up by 21.5% from the previous quarter's $5.1 billion.",App Store ने Q3 में Play Store की तुलना में 94% अधिक राजस्व बनाया: रिपोर्ट 
"Ahead of the assembly elections in Madhya Pradesh, a former BJP MLA Sunil Mishra joined the Congress in the presence of Madhya Pradesh Congress President Kamal Nath. This comes a day after Congress party's Chhattisgarh working President and MLA Ramdayal Uike joined the BJP in presence of its President Amit Shah. Madhya Pradesh will go voting on November 28.",पूर्व भाजपा विधायक सुनील मिश्रा कांग्रेस में शामिल हुए 
"Loktantrik Janata Dal (LJD) patron Sharad Yadav on Sunday said no other ruling dispensation has caused more harm to the people of this country since independence than the BJP-led NDA government. ""This government is looting people. It has made...mess of everything,"" he added. Yadav alleged that around seven crore people lost their jobs due to demonetisation in the country.",बीजेपी की अगुवाई वाले गठबंधन से ज्यादा किसी को नुकसान नहीं हुआ: LJD का यादव 
"The Congress on Sunday attacked Prime Minister Narendra Modi over the allegations of sexual harassment against Union Minister MJ Akbar, saying his silence was ""conspicuous and unacceptable"". ""It is for the Prime Minister to speak on this issue...This question is not only the moral authority of the government, but his own also,"" said senior Congress leader, Anand Sharma.",एमजे अकबर के खिलाफ आरोपों पर पीएम की चुप्पी अस्वीकार्य: कांग 
"While talking about plans for his retirement, Virgin Group Founder Sir Richard Branson has said, ""It would be a waste."" The 68-years-old billionaire also said, ""As long as the body continues to perform as it is, I will continue to keep running."" ""I know I can achieve pretty much anything,"" Branson added.",यह एक बेकार होगा: सेवानिवृत्ति की योजनाओं पर रिचर्ड ब्रैनसन 
"US-based ride-hailing startup Uber has sent a letter to the US Securities and Exchange Commission (SEC) to allow Uber to grant company stock to its drivers. Uber has argued that providing equity to partners could lead to enhanced earning and saving opportunities. Currently, SEC rules prohibit Uber from giving its drivers stock in the company as they aren't employees.",उबर एसईसी से कहता है कि वह ड्राइवरों को कंपनी का स्टॉक दे 
"Elon Musk-led electric carmaker Tesla has reportedly produced its 100,000th Model 3 car, over a year after it was launched. Reports also claimed that Tesla is making 5,000 Model 3 cars per week consistently, months after intermittently reaching that volume. In 2016, Musk had claimed that Tesla would make more than 100,000 Model 3s by the end of 2017.","टेस्ला एक साल में लॉन्च होने वाली 100,000 मॉडल 3 कार बनाती है: रिपोर्ट "
"Harley-Davidson has announced the appointment of Sajeev Rajasekharan as Managing Director (MD) of the motorcycle manufacturer's India operations. Under the new role, Rajasekharan will manage the company's leadership team, in-country sales, dealer network management, and marketing. Previously, Rajasekharan worked with Suzuki Motorcycle India, Panasonic, Electrolux, and Samsung India, among others.",हार्ले-डेविडसन इंडिया ने राजीव शेखरन को नए एमडी के रूप में नियुक्त किया है 
"Alibaba-owned internet company UCWeb, which runs web browser UC Browser, has denied merger talks with Paytm over UCWeb's India business as ""untrue"". ""We have been present in India for 7 years...and have a long-term commitment to the country,"" the company said in a statement. Earlier reports claimed Paytm was in talks to acquire UCWeb's India business for $400-500 million.",यूसीवेब अपने भारत के कारोबार पर पेटीएम के साथ विलय की बातचीत से इनकार करता है 
"The Goa unit of Shiv Sena has opposed Electronic Dance Music (EDM) festivals in the state saying such events are used by drug peddlers to make money. Not allowing EDM festival this year would be the first step to clean the tourism from drug menace, Sena's Goa spokesperson said. Goa had been home to Sunburn and Supersonic EDMs.",ड्रग पेडलर्स गोवा में पैसा कमाते हैं EDM: शिवसेना 
"The Railway Protection Force (RPF) has said that soon passengers on board trains will be able to file a 'zero FIR' through an app which will be immediately investigated by the force. ""The passenger now need not wait for the next station to lodge...complaint,"" said the RPF. Zero FIR means that an FIR can be filed in any police station.",यात्री जल्द ही ट्रेनों से 'जीरो एफआईआर' दर्ज करा सकेंगे 
"Cambodia has agreed to resume a search effort with the US for the remains of Americans killed in the Vietnam War. The search program, which had run for 30 years, was suspended a year ago after US stopped issuing visas to senior Cambodian officials in retaliation for the country temporarily refusing to take in Cambodian nationals deported from the US.",कंबोडिया वियतनाम युद्ध में मारे गए अमेरिकी सैनिकों की तलाश शुरू करता है 
"India completed a 2-0 whitewash over Windies in the two-match Test series after winning the final Test by 10 wickets on the third day at Hyderabad on Sunday. India have now won seven consecutive Test series against Windies dating back to October 2002. Further, India have won 26 of their 39 international matches in 2018 so far.","भारत ने विंडीज को हरा दिया, उनके खिलाफ 7 वीं सीधी टेस्ट सीरीज जीती "
"Eleven female filmmakers have announced their decision of not working with proven sexual offenders and urged their peers in the industry to do the same. ""We are here to spread awareness to help create a safe and equal atmosphere for all in the workplace,"" read the note, which included names of Kiran Rao, Konkana Sen Sharma and Zoya Akhtar.",11 महिला फिल्म निर्माता यौन अपराधियों के साथ काम नहीं करने का फैसला करती हैं 
"Responding to multiple sexual harassment allegations against him, Union Minister MJ Akbar on Sunday said, ""One woman, Anju Bharti, went to the absurd extent of claiming I was partying in a swimming pool."" ""I do not know how to swim,"" he added. The minister in a statement said he will be taking legal action against accusations made against him.","महिला ने कहा कि मैं पूल में पार्टी कर रही थी, मुझे तैरना नहीं आता: एमजे अकबर "
"Opener Prithvi Shaw has become the youngest cricketer to hit the winning runs for India in a Test, achieving the feat against Windies on Sunday. Shaw, aged 18 years and 339 days, smashed a four to complete India's chase. Overall, he is the second youngest cricketer to achieve the feat after Australia's Pat Cummins (18 years and 198 days).",टेस्ट में भारत के लिए विजयी रन बनाने वाले पृथ्वी शॉ सबसे कम उम्र के हैं 
"A three-member screening committee of Congress has claimed that despite party chief Rahul Gandhi's insistence that there should be only one ticket per family, the rule seems to exist only on paper. The panel added several leaders might extract two tickets for their family members. The rule won't apply on sitting MLAs or family members who are separated, it said.","एक परिवार, एक टिकट पर केवल कागज पर शासन: कांग्रेस पैनल "
"During a recent interview, CPI(M) General Secretary Sitaram Yechury revealed that he was initially named 'Sitaramarao' after his grandfather. Yechury, who is a Telugu-speaking Brahmin, added that he later ""dropped the caste appendage"" from his name. ""So Sitaram it has remained. In any case, as Shakespeare said what is in a name?"" he added.",मेरे नाम में से जातिगत उपांग 'राव' हटा दिया गया: सीताराम येचुरी 
"After Congress leader Navjot Singh Sidhu said he relates more with people of Pakistan than with south Indians, BJP leader GVL Narasimha Rao said Congress chief Rahul Gandhi should apologise to every south Indian. He demanded that the Congress sack the cricketer-turned-politician. ""We know (Congress) loves Pakistan and (its) members sing its praises,"" Rao said.",राहुल को दक्षिण भारतीयों से माफी मांगनी चाहिए: सिद्धू की टिप्पणी पर भाजपा 
"Herman Gomes, a television journalist, was attacked by a group of unknown men outside his residence in Mumbai early Sunday. Gomes shared pictures of his injuries on Facebook and claimed the attack was ""clearly preplanned"". ""They came out to KILL me. My eye is badly affected and so is my body,"" wrote Gomes, who received six stitches around his eye.",मुंबई में निवास के बाहर अज्ञात लोगों द्वारा टीवी पत्रकार पर हमला 
"The UK considered reconciling with Netaji Subhas Chandra Bose during then PM John Major's 1993 visit to India, declassified documents revealed. Special Advisor Alan Rosling had argued that it would close ""an uneasy chapter in Indo-British relations"". However, the proposal was shot down by Foreign Office officials who claimed it would ""be met with more bafflement than enthusiasm in India"".",1993 में सुभाष चंद्र बोस के साथ ब्रिटेन ने सुलह करने पर विचार किया 
"Maharashtra government is considering a policy for home delivery of liquor in what state minister Chandrashekhar Bawankule said is aimed at reducing cases of drunken driving. He revealed it will be done through platforms similar to e-commerce websites, stating, ""Just like citizens are getting groceries and vegetables at home."" Later, government officials clarified a decision is yet to be taken.",महा शराब की ड्राइविंग पर अंकुश लगाने के लिए शराब की होम डिलीवरी पर विचार करता है 
"The new promo of Ekta Kapoor's production 'Kasautii Zindagii Kay' shows Hina Khan playing the character of Komolika Chaubey in the serial. Talking about her role, Hina said, ""Playing Komolika is an extremely thrilling experience...I will try to retain the essence of the old character, but with a new spin."" She further said playing Komolika is a ""huge responsibility"".",नए प्रोमो में 'कसौटी ...' में हिना खान को कोमोलिका के रूप में दिखाया गया है। 
"Parineeti Chopra, while talking about her experience of being in Bollywood and #MeToo movement, said, ""I started my career under the leadership of Yash and Aditya Chopra. No one would dare to do anything immoral to anyone working with them."" The actress further said that if there are women who have been hurt then they should speak up. ",YRF: परिणीति के साथ काम करने के लिए कोई अनैतिक काम नहीं किया जाता है 
"Chris Evans has said the final line that he spoke as Captain America in his upcoming film 'Avengers 4' is ""really stupid"". ""It was something really dumb. Which I also probably can't give away...It might have been a line to Paul Rudd,"" Chris added. ""The line wasn't memorable to me. The day was more memorable than the line,"" Chris said.",कैप्टन अमेरिका के रूप में मेरी अंतिम पंक्ति वास्तव में मूर्खतापूर्ण है: क्रिस 
"Gauahar Khan called Kangana Ranaut a ""feminist of convenience"" and wrote on social media, ""I'm calling you out on your double standards on being a self proclaimed voice for women's rights and feminism."" Kangana had accused Hrithik Roshan recently while saying, ""People who keep their wives as trophies and keep young girls as their mistresses should also be punished.""",कंगना सुविधा की एक नारीवादी हैं: गौहर खान 
"Actress Huma Qureshi was the showstopper at Lotus Makeup India Fashion Week (LMIFW) Grand Finale Rainbow Show, which celebrated the Supreme Court's verdict on Section 377. ""So blessed to be part of this moment in our history...I've always stood up for LGBT rights and it was my honour,"" wrote Huma. Forty designers showcased several versions of rainbow coloured outfits.","हुमा ने रेनबो शो में रैंप वॉक किया, जिसमें सैक 377 फैसला सुनाया गया "
"Nushrat Bharucha, who has starred in Luv Ranjan's four films including 'Sonu Ke Titu Ki Sweety', has tweeted an open letter in support of Luv with a caption, ""This is my story. I stand by Luv sir."" In the post, Nushrat has shared her experience of working with Luv, claiming that the sexual harassment allegations against Luv are false.",मैं लव रंजन के साथ खड़ा हूं: नुसरत उन पर झूठे आरोप लगाती है 
"'Sacred Games' actress Rajshri Deshpande, while talking about #MeToo movement, said, ""I'm glad we're finally opening up. However, I would like to see action and not mere talking."" She added women have been brave and come out about it. ""This has been happening for generations...We need to ensure something is done to avoid this from happening again,"" she said.",अब देखना चाहेंगे एक्शन: #MeToo पर सेक्रेड गेम्स की अभिनेत्री 
"Talking about the #MeToo movement, Kriti Sanon has said that people should share their names as well while sharing the incident or their story, adding, ""What happens when a #MeToo story of an anonymous girl comes out against someone?"" ""Is it fair to consider the accused 'guilty' when the #MeToo story doesn't come with the victim's name,"" Kriti further asked. ",किसी पर आरोप लगाते हुए अपना नाम प्रकट करें: #MeToo पर कृति 
"Apple has assigned workers to carry backpacks for the collection of street-level map data on foot in the US. One of the workers was seen wearing an Apple Maps backpack featuring LiDAR sensors, GPS, and multiple cameras, same as previously found on Apple's mapping vans. The company has been collecting street-level data with its Apple Maps vans since 2015.",ऐप्पल ने यूएस में पैदल डेटा एकत्र करने के लिए बैकपैक्स का उपयोग किया 
"Goa Chief Minister Manohar Parrikar, who was being treated for a pancreatic ailment at the AIIMS, New Delhi, was discharged on Sunday although his condition remains critical. Parrikar was admitted to AIIMS last month and was flown back to Goa in a special flight. Earlier today, he was briefly shifted to the ICU after his condition deteriorated.","गोवा के सीएम की एम्स से छुट्टी, हालत गंभीर बनी हुई है "
"Suheldev Bharatiya Samaj Party President Om Prakash Rajbhar on Saturday warned the BJP saying the party will face consequences in 2019 polls if they ignored the poor. ""Poor...will not vote if you do not work for them. Keep Gorakhpur...and Noorpur results in mind,"" he added. He also asked the BJP to work on the distribution of reservation for backward classes. ",अगर आप काम नहीं करेंगे तो गरीब वोट नहीं करेगा: SBSP का राजभर भाजपा को 
"Elon Musk can be reinstated as Tesla Chairman only if the shareholders approve, according to briefs filed by the US Securities and Exchange Commission (SEC). The brief was required by a federal judge to show the settlement was ""reasonable"". Earlier, Musk stepped down as chairman to settle an SEC lawsuit alleging Musk duped investors over plans to take Tesla private. ",मस्क टेस्ला के अध्यक्ष के रूप में लौट सकते हैं यदि शेयरधारकों सहमत हैं: एसईसी 
"The investigation over the hole on the International Space Station (ISS) Russian module has been postponed after a Soyuz rocket failed to launch two crew members to the ISS. The safety system worked flawlessly and landed without sustaining injuries, as per the Russia's space agency. The ISS crew will perform spacewalks, but ""on other dates"", an agency official said. ",विफल रूसी प्रक्षेपण के बाद आईएसएस छेद का निरीक्षण स्थगित कर दिया गया 
"Former TV producer and anchor, Suhaib Ilyasi, who was recently acquitted in his wife's 18-year-old murder case, has revealed that he found solace in the teachings of Bhagavad Gita and the Upanishads during his time in jail. He added that he shared the teachings of the two scriptures with his fellow inmates. Ilyasi is known for hosting 'India's Most Wanted'.",गीता में मिला विलाप: पत्नी की मौत में बरी होने के बाद इलियासी 
The Shri Mata Vaishno Devi Shrine Board on Saturday approved enhancement of free accident insurance cover for pilgrims visiting the shrine to Ã¢ÂÂ¹5 lakh besides free treatment to trauma victims from nearby areas. The decision was reportedly taken at the 63rd meeting of the board under the chairmanship of Jammu and Kashmir Governor and the board's Chairman Satya Pal Malik. ,वैष्णो देवी तीर्थयात्रियों को मुफ्त Ã insurance cover5L बीमा कवर की पेशकश करने के लिए 
"After American pastor Andrew Brunson arrived in the country following his release from captivity in Turkey, US President Donald Trump said he looks forward to improved US-Turkish relations. The US in August imposed fresh sanctions on Turkey over Brunson's imprisonment. Brunson had been accused of being a part of the failed coup attempt against President Recep ErdoÃÂan two years ago.",पादरी रिहाई के बाद तुर्की के संबंधों में सुधार की उम्मीद: ट्रम्प 
"Dr ReddyÃ¢ÂÂs Laboratories' US arm has recalled over 35,000 tubes of Nystatin and Triamcinolone Acetonide cream for failing stability specifications. An out of specification result was observed for the test parameter - composition of Nystatin - during stability testing. The cream is used for treatment of cutaneous candidiasis, a skin infection.","डॉ। रेड्डी Red Â € dy ™ के लैब्स अमेरिका से त्वचा क्रीम के 35,000 ट्यूब याद करते हैं "
"Reacting to the sexual harassment allegations against him by over 10 female journalists, Union Minister and former Editor MJ Akbar said, ""Accusation without evidence has become a viral fever among some sections."" ""These false, baseless and wild allegations have caused irreparable damage to my reputation and goodwill,"" he added. He further said that he will be taking appropriate legal action.",बिना सबूत के आरोप एक वायरल बुखार बन गया है: एमजे अकबर 
"Ruth David, a UK-based journalist who worked with Union Minister and former editor MJ Akbar in 1999, has accused him of sexual harassment and said he tried to kiss her when she refused massage from him. ""He began throwing into conversations how attracted he was to me,"" Ruth said. ""It has taken two decades...for me to speak up,"" she added.",एमजे अकबर मुझे चुंबन करने की कोशिश की बाद मैं मालिश से इनकार कर दिया : ब्रिटेन पत्रकार 
"Indian batsman Gautam Gambhir, who turned 37 on Sunday, was the top scorer for India in the 2007 and 2011 World Cup finals that India won. Gambhir smashed a 54-ball 75 against Pakistan in the final of the inaugural World T20 in 2007, which India won by five runs. In the 2011 World Cup, Gambhir scored 97(122) against Sri Lanka.",गंभीर ने भारत के 2007 और 2011 विश्व कप फाइनल में शीर्ष स्थान हासिल किया 
"T-Series Chairman Bhushan Kumar claimed that sexual harassment allegations against him are to defame him while adding, ""I am appalled and anguished to know that my name has been dragged in this #MeToo by some anonymous person."" He said that he has lodged a police complaint to track the mysterious people whose Twitter handles disappeared after uploading the ""malicious tweet"".",#MeToo: टी-सीरीज़ चेयरमैन में नाम घसीटे जाने की अपील की गई 
"Nishtha Jain, director of the documentary 'Gulabi Gang', has claimed that senior journalist Vinod Dua is ""no less sexist... no less creepy, a sexual harasser, potential rapist"". She alleged that he told her a lewd sexual joke while interviewing her. Nishtha said he later asked her to get into his car while adding, ""He began slobbering all over my face.""",वह संभावित बलात्कारी है: पत्रकार विनोद दुआ पर गुलाबी गैंग निर्माता 
"Nishtha Jain, director of the documentary 'Gulabi Gang', claimed that comedian Mallika Dua's father senior journalist-TV anchor Vinod Dua sexually harassed her. She wrote, ""Sorry, Mallika... your father is also one who belongs to the hall of shame."" Nishtha alleged that he told her a lewd sexual joke while interviewing her and later ""began slobbering all over"" her face.",मल्लिका दुआ आपके डैड विनोद भी हॉल ऑफ शर्म के हैं: निर्देशक 
"India fast bowler Bhuvneshwar Kumar on Sunday took to Twitter to slam media for Ã¢ÂÂspreading false newsÃ¢ÂÂ about him Ã¢ÂÂgoing to become fatherÃ¢ÂÂ. This comes after a Mumbai-based media company published an article titled Ã¢ÂÂRohit Sharma, Bhuvneshwar Kumar to become fathers for the first timeÃ¢ÂÂ. Ã¢ÂÂI would like to request all to not spread anything personal without authenticity!Ã¢ÂÂ Kumar wrote.",भुवनेश्वर कुमार कहते हैं कि उनके पिता के झूठे होने की मीडिया रिपोर्ट्स 
"After Congress chief Rahul Gandhi interacted with Hindustan Aeronautics Limited (HAL) workers, the state-owned company said ""the politicisation of employees"" is a ""regrettable development"". It added that it will be detrimental to the interest of the company and national security. During his interaction, Gandhi accused the Centre of ""snatching"" Rafale contract from HAL and ""gifting"" it to Reliance.",श्रमिकों का राजनीतिकरण एक खेदजनक विकास है: एचएएल 
"Samajwadi Party patriarch Mulayam Singh Yadav's daughter-in-law Aparna on Saturday came out in support of his younger brother Shivpal's newly founded party Samajwadi Secular Morcha (SSM). Aparna, who lost the 2017 Assembly elections to BJP's Rita Bahuguna Joshi, reportedly said the decision of her to contest as an SSM candidate will be taken at a suitable time by ""chachaji"".",मुलायम की बहू चाचा शिवपाल की नई पार्टी का समर्थन करती है 
"Retired Lieutenant General Zameer Uddin Shah, who led Army operations in the 2002 Gujarat riots, has called the Special Investigation Team (SIT) report on the riots a ""blatant lie"". Shah said there was a delay of 24 hours in providing the Army with transport to reach riot-affected areas. The SIT report said there was no delay in deployment of Army.",2002 के दंगों में सेना का नेतृत्व करने वाले अधिकारी ने एसआईटी रिपोर्ट को 'झूठ' बताया 
"Ten members of a family died while four others were injured after an SUV collided with a truck on the Nagpur-Raipur highway in Chhattisgarh on Sunday. The victims, belonging to Durg, were returning from Maa Bamleshwari temple in Dongargarh after offering prayers. The SUV seemed to have been overtaking another vehicle when the accident took place, the police said.",छत्तीसगढ़ में एसयूवी की ट्रक से टक्कर के बाद 10 लोगों की मौत 
