headlines,text
Watson in IPL final proved age doesn't kill passion: Gambhir,"Former Delhi Daredevils' captain Gautam Gambhir has said that CSK opener Shane Watson's knock of 117* in the IPL final proved that ""age does not kill any passion"". ""He is 36 and true to his game was still scoring in the V,"" he added. Gambhir further said that the season proved that ""age is just a number on your passport""."
What happens to coins collected from fans entering Wankhede?,"The spectators are not allowed to take coins inside Mumbai's Wankhede Stadium during IPL and international matches due to players' security concerns. They are made to keep the coins inside locked boxes before entering. The coins are later handed over to the Mumbai Cricket Association, which donates the cash to the Hanuman temple at Marine Lines in the city."
ABD could have made a huge difference in 2019 WC: SA coach,"South African cricket team coach Ottis Gibson has said AB de Villiers, who retired from international cricket recently, could have made a ""huge difference"" in the 2019 World Cup. Adding that he was ""shocked"" by De Villiers' retirement, Gibson said, ""It's disappointing for the country and for world cricket."" Notably, De Villiers retired after playing 420 international matches."
Facebook is more 'pessimistic' since data scandal: CTO,"Talking about the data scandal, Facebook's Chief Technology Officer Mike Schroepfer said the company has developed a ""sharper and more pessimistic view"" of what can happen on the platform. Adding that it is the ""biggest shift I've ever observed"", he said, ""The big cultural shift is that people need to think about these things before they build them, not after."""
Anti-social elements infiltrated Sterlite stir: Rajinikanth,"Talking about the protests against the Tamil Nadu Sterlite plant, actor-turned-politician Rajinikanth said, ""The attack on the collector's office and setting on fire (Sterlite) quarters wasn't done by common people. Some anti-social elements infiltrated."" ""The government should crush such anti-social elements with an iron fist...otherwise it will result in great danger for Tamil Nadu,"" he added. "
Sugar craving in mice eliminated by rewiring brains: Study,"Columbia University scientists, who found different regions in mice brain respond to sweet and bitter tastes, have now altered the responses to curb sugar craving in mice. The team genetically modified neurones in mice to respond to light, triggering ""sweet"" or ""bitter"" responses without the animals consuming anything. The finding may help treat eating disorders in humans, said researchers."
27-year-old Air India pilot found dead in gym of Saudi hotel,"A 27-year-old Air India pilot was found dead in the washroom of a gym at a hotel in Saudi Arabian capital Riyadh on Wednesday morning. He is believed to have collapsed and died of a heart attack after working out. Meanwhile, Air India said it is awaiting a nod from the Indian embassy before his body is flown to India. "
"FM Jaitley provides food, water to patients' kin in AIIMS","While recovering from a kidney transplant in AIIMS Delhi, Finance Minister Arun Jaitley reportedly asked his staff to provide food and water to patients and their families who sit in the hospital's corridors. He also asked his staff to install at least six big water coolers in the hospital. Apart from that, small water bottles were distributed."
BCCI invites Afghanistan Prez Ashraf Ghani for B'luru Test,"The BCCI has invited Afghanistan's President Ashraf Ghani for the historic one-off Test between India and Afghanistan. BCCI Acting Secretary Amitabh Choudhary-led delegation, which is in Kabul to discuss Indo-Afghan cricketing relations, met the President on Tuesday. Afghanistan's first-ever Test match will begin on June 14 at the Chinnaswamy Stadium in Bengaluru."
Ramdev's Patanjali launches new messaging app 'Kimbho',"Yoga guru Ramdev's Patanjali has launched a new messaging application called 'Kimbho', claiming that it will give ""competition"" to WhatsApp. Patanjali's spokesperson SK Tijarawala tweeted, ""Now Bharat will speak...Our own #SwadeshiMessagingplatform."" This comes after Ramdev launched 'Swadeshi Samriddhi' SIM cards in partnership with state-owned telecom operator BSNL."
"Delhi man sells Audi for â¹17.5L, steals it back from buyer","A Delhi man named Manoj Singhal has been arrested for selling his Audi car for â¹17.5 lakh and then stealing it back from the buyer with duplicate keys. When the buyer contacted Singhal, he was threatened and told to not call the number again. Police suspected Singhal following some contradictory statements and later charged him with criminal breach of trust."
Rajinikanth gives â¹2L each to Sterlite protest victims' kin,"Actor-turned-politician Rajinikanth has announced an ex-gratia of â¹2 lakh each to the families of the 13 people killed in police firing during protests against the Sterlite plant in Tamil Nadu's Tuticorin. ""This incident shows the carelessness of the government...The government needs to be careful as the people are watching. It was a huge mistake and a big lesson,"" he said. "
Virgin Galactic's spacecraft hits twice the speed of sound,"Richard Branson-led commercial spaceflight Virgin Galactic's SpaceShipTwo VSS Unity achieved a speed of nearly twice that of sound at 2,346.12 kmph during its second test flight on Tuesday. The rockets burned for 31 seconds and reached an altitude of 34.8 km, the company said. Founded in 2004, Virgin Galactic aims to fly passengers to space, allowing them to experience weightlessness."
"EC slave, democracy mistress of those in power: Shiv Sena","Slamming the BJP over complaints of malfunctioning EVMs and VVPAT machines, the Shiv Sena on Wednesday said, ""The present Election Commission and its machinery have become like slaves of the government."" Claiming India can no longer be called the largest democracy in the world, it added, ""Those in power at present have made democracy their mistress with their autocratic mindset."""
"Woman kidnapped outside Gurugram mall, gangraped in guesthouse",A 30-year-old woman was allegedly kidnapped from outside a mall in Haryana's Gurugram and was gangraped at a guesthouse in Delhi's Vasant Kunj on Monday. The accused had dragged her into a car when she was trying to a hire an auto at 11 pm. The victim said two of the accused are cab drivers.
11 tourists arrested for molesting two minor siblings in Goa,"Eleven tourists from Pune have been arrested for allegedly assaulting and molesting two minor siblings, a 17-year-old boy and his 16-year-old sister, in Goa on Tuesday. The siblings were at a shack while their parents had gone for a meal nearby. The accused began taking pictures of the minor girl, and when her brother objected, they beat him up.  "
Upgraded indigenous Pinaka rocket test-fired successfully,"An upgraded version of the indigenous Pinaka rocket was successfully test-fired from Proof & Experimental Establishment in Odisha's Chandipur on Wednesday. While two rounds of tests have been conducted, a few more rounds have been planned. While the earlier version of the rocket was unguided, the new rocket includes a guidance, navigation, and control kit.  "
"Class 1, 2 students are not weightlifters: HC on schoolbags","Observing that children are neither weightlifters nor schoolbag loaded containers, the Madras High Court asked the Centre to direct state governments to not give homework and heavy schoolbooks for Class 1 and 2 students. The court also asked the Centre to direct states not to prescribe any other subjects except language and Mathematics for Class 1 and 2 students. "
"85,000 branches shut as 10 lakh bank employees go on strike","Around 85,000 branches of several state-owned banks will remain closed tomorrow as nearly 10 lakh employees have gone on a two-day strike in protest against a nominal 2% wage hike. The strike is likely to affect â¹10,000-crore worth transactions daily. However, operations in private banks like ICICI and Axis Bank are almost normal, barring few activities like cheque clearance. "
SIT files first chargesheet in Gauri Lankesh murder case,"The Special Investigation Team probing the murder of journalist-activist Gauri Lankesh filed its first chargesheet on Wednesday. The 650-page chargesheet, which contains the statement of over 130 witnesses, names Hindutva activist T Naveen Kumar as an accused. Fifty-five-year-old Lankesh, known for her left-leaning views, was shot dead in front of her house in Bengaluru in September 2017. "
Haven't received any bids for Air India: Govt before deadline,"A day before the bidding process for Air India closes, Aviation Secretary RN Choubey has said the government hasn't received any bid so far. Adding that the government expects bids to come in at the last hour, Choubey said the deadline for submissions of interest won't be extended. The deadline has already been extended to May 31 from May 14."
"Pak man fails to wed lover, walks to India border to get shot","A Pakistani man who failed to marry his lover, walked up to the Indian border hoping to get shot by the Border Security Force (BSF). Mohammad Asif claimed that he was repeatedly denied permission for the marriage by his family and that of the woman. The 32-year-old was arrested and booked under the Indian Passport Act and Foreigners Act."
Anti-Putin journalist found alive after being reported dead,"Russian journalist Arkady Babchenko who was reported to have been shot dead, turned up alive at a press conference in Ukraine on Wednesday. Ukraine said that it staged the murder of Babchenko, a critic of Russian President Vladimir Putin, in order to foil a real plot to kill him. It further accused the Russian intelligence services of plotting the murder."
Microsoft tops Google parent's m-cap for first time in 3 yrs,"Technology giant Microsoft on Tuesday surpassed Google parent Alphabet in market capitalisation for the first time in three years, becoming the world's third most valuable company. Microsoft has a market capitalisation of $753 billion while Alphabet's market value stood at $739 billion. Apple is the world's most valuable firm with a valuation of $924 billion followed by Amazon ($782.6 billion)."
Wrongly named by CBI in AirAsia probe: Venkataramanan ,"The Managing Trustee of Tata Trusts, R Venkataramanan, has said that he has been ""wrongly named as an accused"" by the CBI in AirAsia corruption probe. Venkataramanan is a director at AirAsia India, a Tata Group and AirAsia joint venture. Venkataramanan said that all allegations against him are baseless and are a part of a smear campaign to discredit him. "
Moody's cuts India's GDP growth forecast to 7.3% for 2018,"Global credit rating agency Moody's has cut India's GDP growth estimate to 7.3% for the calendar year 2018, down from its previous forecast of 7.5%. The agency said that higher oil prices were likely to weigh-in on the country's economic recovery pace. However, the rating agency retained the GDP growth forecast for 2019 at 7.5%."
CSK does well because the team is allowed to do well: Gambhir,"Ex-DD captain Gautam Gambhir has said that CSK ""does well because the team is allowed to do well"". The 36-year-old explained that team owners interfere in on-field matters as they measure everything against Return on Investment but that isn't the case with CSK. ""I have heard from Dhoni that no one from corporate side influences any cricketing calls,"" he added."
Pak journo shares pic of Irrfan watching match at Lord's,"Pakistani sports presenter Zainab Abbas took to Twitter to share a picture of actor Irrfan Khan watching England-Pakistan Test at Lord's. ""Pic shared by @Furqan013...there's actor Irrfan Khan enjoying the match at Lord's,"" she captioned the picture. A user by the name Ali Nomi further claimed Irrfan was sitting in front of him and looked ""really weak""."
19-yr-old Rashid should be Afghanistan's PM: Farokh Engineer,"Former Indian wicketkeeper-batsman Farokh Engineer, the oldest Indian to make ODI debut, jokingly said that Rashid Khan should be the Prime Minister of Afghanistan. ""I love his attitude towards the game. He is always smiling and looks to be enjoying himself,"" Farokh added. The 80-year-old further said that Rashid is a ""great ambassador"" for his country."
India announces 30-day free visa for Indonesian citizens,"Prime Minister Narendra Modi on Wednesday announced a 30-day free visa for Indonesian citizens and invited the Indian diaspora to experience the ""New India"". Addressing a gathering of Indian diaspora in Jakarta, PM Modi called the friendship between India and Indonesia ""special"" and said that the Indian diaspora had added ""strength to the friendship""."
It will be a black vs white fight in 2019: Sports Minister,"Sports Minister Rajyavardhan Rathore has said the 2019 general elections will be a fight of ""black versus white"" as ""BJP is against black money and corruption."" Claiming the word 'sarkari' was earlier synonymous for lack of output, he said work ethic has changed in the past four years. Allegations levelled against the BJP-led NDA government are ""vague"" statements, he added."
"Doctor chased, beaten up by patient's relatives in Hyderabad","A doctor at NIMS hospital in Hyderabad was allegedly chased and thrashed by the relatives of a 46-year-old patient who died during treatment on Tuesday. The patient had died due to multiple organ failure, following which her relatives started arguing with doctors and attacked one of them. Several doctors then boycotted their duties and demanded immediate arrest of the accused. "
Ex-Panchayat member live-streams shooting himself on FB,"A former Panchayat member on Tuesday night shot himself on his temple with his revolver and live-streamed his suicide on Facebook in Punjab's Phagwara, the police said. Adding that the deceased was depressed, the police said that his parents were settled in Canada and he lived alone. His body has been sent for postmortem and a case has been registered. "
"Man put sindoor on girl and set her on fire, claims family","The family of a 17-year-old UP girl who died of burn injuries has alleged that she was set on fire by a jilted lover after he put sindoor on her forehead. The police, however, said it could be a case of suicide as preliminary investigations suggest she was in a relationship with him but his marriage was fixed somewhere else."
Kejriwal trying to hide own failures: Railway Minister,"After Delhi CM Arvind Kejriwal claimed the capital was facing an ""alarming level"" of coal shortage, Railway Minister Piyush Goyal said Kejriwal was trying to hide his own ""failures"" with ""baseless"" claims. Goyal stated, ""As the coal or railway minister, he has not written any letter to me, neither has he come to meet me in the past four years."""
Will keep confronting China in South China Sea: US,"US Secretary of Defence James Mattis has said that the country will keep confronting China over its territorial claims in the South China Sea. ""We are going to confront what we believe is out of step with international law,"" Mattis added. His statement comes after China warned two US warships that sailed near China-claimed islands in the South China Sea."
How did Air Force help fight the over 17-hour Delhi fire?,"To fight the over 17-hour fire in Delhi's Malviya Nagar, the Indian Air Force deployed an Mi-17 chopper which used the Bambi Bucket technique. Bambi Bucket is a specialised bucket carried by a chopper via a suspension cable for delivering water during aerial firefighting. The water was filled in the bucket from the Yamuna reservoir and dropped over the site. "
"Wanted Rao to notice me, so I commented on all his pics: Janhvi","Janhvi Kapoor has revealed she used to comment on actor Rajkummar Rao's photos so that he noticed her. ""I'm not sure if I should say this, but after watching 'Bareilly Ki Barfi', I really wanted him to notice me, so I commented on all his photos,"" she said. Janhvi added, ""He's the only person Iâve asked for a photo with."""
Papua New Guinea to ban FB for a month over fake users,"Papua New Guinea has said it will ban Facebook for a month in order to root out fake users and to block fake news. Adding that the move will allow people with real identities to use the social network responsibly, government said that technology experts in the country were capable of developing a local alternative to Facebook."
World's longest flight to be launched without economy class,"Singapore Airlines has confirmed it would launch the world's longest non-stop commercial flight in October, covering about 16,700 km between Singapore and Newark in 18 hours 45 minutes. The Airbus A350-900ULR aircraft would feature 67 Business Class and 94 Premium Economy Class seats. The airline flew a similar route from 2004 to 2013, but had stopped operations over low revenues."
Would love to be in India if CFO Deepak says yes: Elon Musk,"Pointing out that the company's CFO Deepak Ahuja was from India, Tesla CEO Elon Musk on Tuesday tweeted, ""Tesla will be there as soon as he believes we should."" Adding that he ""would love to be in India"", Musk said ""some challenging government regulations"" were preventing the company from coming to the country."
Uber's European rival Taxify raises $175mn at $1bn valuation,"Uber's major rival in South Africa and Europe, Taxify, has raised $175 million at a valuation of $1 billion from investors led by German automotive giant Daimler. The investment also saw participation from Europe-based Korelya Capital and Taavet Hinrikus, Co-founder of Estonian fintech startup Transferwise. Daimler will also take a seat on the Taxify board, as part of the deal."
Woman granted divorce after husband called her 'kali kaluti',"Punjab and Haryana High Court has allowed a woman from Haryana to divorce her husband on the grounds of maltreatment and cruelty after he called her 'kali kaluti'. ""Wife has been able to establish she was maltreated and treated shabbily as a result of which she was compelled to stay away from the matrimonial home,"" the court observed."
India lost highest number of peacekeepers in UN operations,"India has lost the highest number of peacekeepers in UN peacekeeping operations in the last 70 years. Out of 3,737 peacekeepers killed in various operations since 1948, India lost 163 military, police and civilian personnel, according to the UN. India is the third largest contributor of personnel to UN peacekeeping operations, with nearly 6,700 soldiers currently deployed across the globe."
3 Delhi students commit suicide after CBSE class 10 results,"Three students committed suicide in Delhi after the CBSE class 10 board results were declared on Tuesday. A 15-year-old girl who scored 70% committed suicide as she was disturbed by her academic performance and wished to join the science stream, the police said. The deceased also included a student from Dwarka who scored 59% and another from Dabri. "
Arrest warrant issued against BJP leader who abused Mehbooba,A Jammu and Kashmir court has issued an arrest warrant against BJP leader Rajinder Singh for using derogatory language against CM Mehbooba Mufti during a rally. This comes after a 26-second video of Singh abusing Mehbooba while his supporters cheered him was circulated widely. He had taken part in a rally defending the accused in the Kathua rape case. 
Congress MP slams website calculating dowry based on colour,"Congress MP Jyotiraditya Scindia has slammed a website which calculates dowry based on the skin colour, caste, and educational institutions attended by grooms. The options for complexion of the groom include ""Pitch Black (not visible on a moonless night)"" and ""Wheatish (Almost white. Would need some Fair n Lovely)"". Scindia asked PM Narendra Modi to take ""immediate action"" against it."
Saudi Cabinet approves move to criminalise sexual harassment,"Saudi Arabia's Cabinet on Tuesday approved a measure criminalising sexual harassment. The approval comes amid a series of reforms initiated by Crown Prince Mohammed bin Salman to modernise the conservative Muslim kingdom. The move, which requires a royal assent to become law, introduces a jail sentence of up to five years and a fine of 300,000 riyals (nearly â¹54 lakh)."
N Korea may allow launch of US burger chain as goodwill move,"North Korea will never give up its nuclear weapons but may allow opening a burger franchise as a goodwill gesture towards the US, an intelligence assessment by the CIA has claimed. The move would indicate North Korea's openness to Western investment, reports said. The US has demanded North Korea's denuclearisation as a precondition for holding peace talks with the regime.  "
"European Space Agency was 1st to land on comet, Saturn moon","After 10 European nations agreed to create a single space agency on May 30, 1975, European Space Agency has marked a series of firsts in space exploration. ESA's feats include encounter with Halley's Comet in 1986 to parachuting a probe on Saturn's largest moon Titan in 2005. The Rosetta/Philae mission became the first to land on a comet in 2014."
ICICI Bank to probe CEO Kochhar on whistleblower complaint,"ICICI Bank on Wednesday said it will conduct an enquiry into a whistleblower complaint about alleged impropriety by CEO Chanda Kochhar. The enquiry will be conducted by an ""independent and credible"" person appointed by the bank. The allegations relate to ""conflict of interest"" over a period of time and ""quid pro quo"" in dealing with certain borrowers, ICICI added."
Indian banks ask exporters to end Iran deals over sanctions,"IndusInd and UCO banks have asked exporters to complete their transactions with Iran by August 6 over the threat of new US sanctions, according to Reuters. This comes after the US withdrew from the 2015 nuclear deal with Iran and reimposed sanctions. Indian companies receive payments for exports to Iran using the oil payments held in rupee balances at UCO."
NCLAT asks Tata Steel if it'll pay tax dues of Bhushan Steel,"The National Company Law Appellate Tribunal has asked Tata Steel if it will clear statutory dues like income tax and GST of Bhushan Steel. The tribunal asked Tata Steel to submit a statement of statutory dues of the bankrupt steelmaker. Tata Steel has completed acquisition of controlling stake of 72.65% in Bhushan Steel in accordance with a â¹35,200-crore resolution plan. "
"Landline phones to get features like SMS, chat, video calls","State-owned telecom operator BSNL will bring new features like chatting, messaging (SMS), video calling and Personal Ringback Tone (PRBT) on their landline phones, a company official has said. These new upgrades will be added to landlines in Rajasthan. The landline phone would be required to be upgraded with an IP phone to avail these facilities. "
RCom's insolvency put on hold after settlement with Ericsson,The National Company Law Appellate Tribunal has put Anil Ambani-led Reliance Communications' insolvency proceedings on hold and allowed banks to complete sale of the company's tower assets to Reliance Jio. This comes after RCom and Ericsson agreed to settle a dispute over unpaid dues. Ericsson will get a payment of â¹550 crore from RCom within 120 days.
I am not shy to go nude onscreen: Ranbir Kapoor,"Ranbir Kapoor, who has done a nude scene for Sanjay Dutt's biopic 'Sanju', said he is not shy to go nude onscreen. ""I have been nude in my first film (Saawariya) where my towel fell down. I am very shy in real but when the camera is on I am not shy as I am portraying a character,"" he added. "
"Rajinikanth is simple, he doesn't take stardom seriously: Huma","Speaking about her experience of working with Rajinikanth in the film 'Kaala', actress Huma Qureshi said, ""He is such a simple human being! He doesn't take stardom seriously, is disciplined and kindhearted."" ""Once you meet him, there is no question of being intimidated by him,"" she added. Huma further said, ""I can't begin to quantify what I've learnt from him."""
Harbhajan Singh reveals Rayudu doesn't have a mobile phone,"CSK off-spinner Harbhajan Singh, in his talk show, revealed that Ambati Rayudu doesn't have a mobile phone. On being asked the reason behind it by Harbhajan, the 32-year-old batsman said, ""I feel like if I'm thinking about something and phone rings, then my thought will be disturbed."" Rayudu added when he is doing something, he doesn't like to be distracted. "
Gilchrist asks Al Jazeera to name those involved in fixing,"Ex-Australia wicketkeeper-batsman Adam Gilchrist has asked Al Jazeera to disclose names of the cricketers accused of being involved in match-fixing in a sting operation by the channel. ""No body, no nation, no team is immune to [spot-fixing] and there's every chance it's still going on,"" he said. Gilchrist added he refuses to believe that Australian cricketers are involved in spot-fixing."
Hizbul commander asks women not to talk to soldiers online,"After Major Leetul Gogoi was detained with a woman in Srinagar, terror group Hizbul Mujahideen commander Riyaz Naikoo asked Kashmiri women not to talk to soldiers and strangers online. He said, ""Army and policemen are developing relationships with women, particularly school girls, to prompt them for providing information about militants."" He also ""appealed"" his ""sisters"" to stay away from them. "
Uttar Pradesh to make government offices paperless,The Uttar Pradesh cabinet has decided to minimise the use of paper and bring all government offices under the e-Office system by August 15. The e-Office is a software developed by the National Informatics Centre to help in faster clearance of files and ensure a paper-less office. The decision was taken at a cabinet meeting chaired by CM Yogi Adityanath. 
"I feel richer, tweets user after petrol price cut by 1 paisa","After Indian Oil Corporation on Wednesday revised the fuel price reduction to 1 paisa a litre and called an earlier 60-paisa revision a ""clerical error"", a user tweeted, ""I feel richer."" Another user tweeted saying, ""I am going to invest this in mutual funds now."" Further, a user tweeted, ""Ek Paisa Petrol Kee Keemat Tum Kya Jaano Ramesh Babu !"""
ED attaches Nirav Modi's â¹52.8-crore wind farm in Jaisalmer,The Enforcement Directorate (ED) has attached a â¹52.80 crore wind farm owned by Nirav Modi's family in Rajasthan's Jaisalmer in connection with its money laundering investigation into $2.1-billion PNB fraud. It is a 9.6 megawatt-power capacity farm and has been operational since 2014-15. The central probe agency has attached Nirav Modi's assets worth over â¹691 crore till now.
Indian lifter Sanjita Chanu wins 2nd straight CWG gold medal,Indian weightlifter Sanjita Chanu won her second consecutive Commonwealth Games gold medal after lifting a total of 192 kg in the women's 53 kg category at the Gold Coast Games on Friday. The 24-year-old had won gold in the women's 48 kg category in the 2014 Glasgow Commonwealth Games. India have won one silver and two gold medals till now.
"1st Modern Olympics winners got olive wreath, not gold medal","There were no gold medals at the first-ever Modern Olympics, which started on April 6, 1896, in Athens, Greece. Winners were awarded silver medals and an olive wreath, while second-placed athletes got a copper medal and a branch of laurel. One side of the medal had the face of Greek God Zeus, while the other side had the Acropolis."
What court cases has Salman Khan been involved in?,"Salman Khan was handed a five-year jail-term on Thursday in the 1998 blackbuck poaching case. In the same year, two separate cases were registered against him for allegedly poaching three chinkaras. However, he was acquitted in both the cases in 2016. In 2015, Salman was acquitted in a hit-and-run case, months after he was found guilty by a trial court."
Sending Salman Khan to jail as people look up to him: Judge,"A Jodhpur court judge, explaining the five-year jail-term handed to Salman Khan in the 1998 blackbuck poaching case, said that since Salman was an actor, people looked up to him. ""The way he killed innocent deer...and because there is rampant poaching,"" the judge added in his sentencing. Co-accused Saif Ali Khan, Tabu, among others, were acquitted following lack of evidence."
Co-accused Saif's dad was also accused of killing blackbuck,"Actor Saif Ali Khan's father and ex-India cricket captain Mansoor Ali Khan Pataudi was accused of killing a blackbuck with his daughter Soha's rifle on World Environment Day in 2005. In 2015, six people of Pataudi's hunting party were sentenced to three years in jail while Pataudi's name was removed from the list of accused after his death in 2011."
Salman shot blackbuck for enjoyment: Court during conviction,"While sentencing actor Salman Khan to five-year imprisonment in the 1998 Blackbuck poaching case, a Jodhpur court observed he had killed the two animals for ""enjoyment"". The court also remarked that Salman is a ""famous film actor and deed done by him can be followed by public"". The actor's counsel said a sessions court will hear their appeal on Friday. "
Chanda Kochhar's brother-in-law detained at Mumbai airport,"The CBI has detained Rajiv Kochhar, the brother-in-law of ICICI Bank CEO Chanda Kochhar, at the Mumbai airport in connection with the Videocon loan case. The agency is probing whether the bank's loan to Venugopal Dhoot-led Videocon benefitted Chanda Kochhar's husband Deepak Kochhar. Rajiv's firm allegedly advised ICICI borrowers, including Videocon, on their foreign loans worth over $1.7 billion."
Banks charging for some SMS alerts against RBI rules: Report,"Some Indian lenders are allegedly charging customers more for SMS alerts on certain transactions against RBI's advisory, according to reports. As per the advisory, alerts for transactions made via debit cards, ATM withdrawals, NEFT and RTGS transactions after the funds are credited to the beneficiary account are non-chargeable. Alerts for all other transactions are chargeable under RBI rules."
We don't have capability to turn around Air India: IndiGo,"IndiGo's President Aditya Ghosh has said the airline ""does not have the capability to acquire and successfully turn around all of Air India's operations"". IndiGo had expressed interest in Air India's international operations and low-cost arm Air India Express. ""However, that option is not available under the Government's current divestiture plans for Air India,"" Ghosh added."
DNA identification of blackbucks led to Salman's conviction,"Former chief scientist of Hyderabad's Centre for DNA Fingerprinting and Diagnostics GV Rao said the animal killed in the Salman Khan poaching case was identified as a blackbuck with the help of DNA sampling. The animal's skin and bones were exhumed after it was buried, and the mammal identified in 1999. Rao deposed in court in December 2015 against Salman."
Pakistan minister trolled over comments on Salman conviction,"After Pakistan Foreign Minister Khawaja Asif said that Salman Khan was jailed because he is Muslim, a Twitter user wrote, ""And Saif Ali Khan let off because he's Hindu?"" Other users tweeted, ""Why your country banned his movies (Ek The Tiger) and Tiger Zinda hai? Hypocrisy?"" and ""First look at your country's problems then we can discuss about minorities."""
Don't get why settling down is linked to marriage: Ekta,"Producer Ekta Kapoor has said she doesn't understand why settling down is linked to getting married, while adding, ""How much more do I need to settle down?"" ""For years, my [parents] saved the best of alcohol for my marriage,"" she added. Ekta further said, ""This year, the defining moment...came when my father took all of that out on his birthday."""
"Cop files PIL seeking stay on IPL over betting, match-fixing","An IPS officer has filed a PIL in Madras High Court seeking a stay on IPL 2018 until steps are taken to prevent match-fixing and betting. The court observed the cricket league cannot be stalled due to the possibility of such offences, following which the officer said he would amend his PIL. The next hearing is scheduled for April 13. "
I will visit: David Warner comments on SRH's Instagram live,"Former SunRisers Hyderabad captain David Warner, who has been banned from IPL 2018, said that he would visit India during the tournament. Warner revealed this by commenting during the team's Instagram live session on Thursday. Warner also wrote, ""Hello Bhuvi"", to which a user reacted, saying, ""Really Heartbreaking this is...When Bhuvi sees this he'll may literally cry is heart out!"""
11-year-old Welsh TT player opens CWG with win against India,"Wales' Anna Hursey, considered to be the youngest participant at the Commonwealth Games, teamed up with Charlotte Carey to beat India's Madhurika Patkar and Mouma Das in her Commonwealth Games 2018 opener. Despite the win, Wales failed to go past India as the team lost the rest of the three singles matches."
"MP continues protest after RS adjourned, taken to hospital","Refusing to end his protest demanding special status for Andhra Pradesh even after the Rajya Sabha was adjourned, TDP MP Muttamsetti Srinivasa Rao was taken to a hospital over complaints of high blood pressure. Doctors attended to two other TDP MPs inside the Parliament House after they refused to leave till their demands were met."
Shah posts video of Rahul falsely saying SC/ST act scrapped ,"BJP President Amit Shah has tweeted a video showing Congress President Rahul Gandhi falsely claiming at a Karnataka rally that the SC/ST act has been scrapped. A recent Supreme Court ruling barred immediate arrest and allowed anticipatory bail in cases under the act, which Dalits claimed ""diluted"" the act. Dalits held nationwide protests against the ruling, wherein 12 were killed. "
Water tariff hiked by up to 25% in Noida,"The Noida authority has increased the water tariff by up to 25%, effective from April 1, 2018. The tariff, which was last revised in 2013, has been hiked by 10% for low-income group flats and 81 villages, and by 25% for residential, industrial and commercial consumers. Officials cited difficulty in meeting water department's expenditure as the reason for hike. "
