headlines,text
Video: US family launches GoPro camera into stratosphere,"A family in the US state of Colorado launched a GoPro camera into the stratosphere using a weather balloon to capture the view of Earth from above. The camera, which was fitted with a GPS tracker, was lodged in a special container made out of polystyrene foam and toilet paper rolls to protect it during re-entry."
1-yr-old placed on burning coal as part of ritual in K'taka,"A one-year-old infant was allegedly wrapped in banana leaves and placed on burning coal as part of a Muharram ritual in Karnataka's Dharwad. A video of the incident shows the infant being placed on coal while men chant in the background. The parents had earlier promised to perform the ritual if they had a boy child, police officials said. "
B'luru thief leaves behind his phone after burglary at house,"During a burglary at an industrialist's house in Bengaluru, one of the thieves reportedly left behind his mobile phone while leaving the house in a hurry. The thieves had poisoned the victim's dog to make it unconscious and then broke open the main door of the house. The thieves stole â¹3 lakh in cash and 400 gm of gold jewellery."
Delhi Metro body calls hike in fares a necessity,"The Delhi Metro Rail Corporation (DMRC) on Saturday claimed that the hike in fares was ""necessary"" to meet input costs and provide a world-class service. Besides owing the Japan International Cooperation Agency around â¹26,760 crore, DMRC stated that it was making a â¹378-crore net loss in spite of operating efficiently, because of depreciation and replacement of assets."
China opens highway in Tibet near Arunachal Pradesh border,"China on Saturday opened a new 409 km-long expressway linking Tibet's Lhasa with Nyingchi, which is close to the Arunachal Pradesh border. The project cost over â¹37,000 crore, according to the local government. Most expressways in Tibet are also compatible for transporting military equipment, providing an advantage for the Chinese military to move its troops and weaponry faster. "
India has lost Kashmir Valley emotionally: Yashwant Sinha,"BJP leader Yashwant Sinha said that India has lost the people of Kashmir Valley emotionally. ""You just have to visit the valley to realise that they have lost faith in us,"" he added. This comes after he criticised the government's economic policies, saying that Finance Minister Arun Jaitley was working over-time to make sure Indians see poverty."
Dalit man beaten up for having moustache in Gujarat,"A 24-year-old Dalit man in Gujarat's Gandhinagar was allegedly beaten up by three people for having a moustache. The accused hurled abuses at the victim before followed him home and assaulted him for having a moustache despite belonging to a lower caste, reports said. The police have lodged a complaint under the SC/ST Atrocities Act against the three accused."
Dalit youth should join the Army for rum: Minister Athawale,"Union Minister Ramdas Athawale on Sunday asked Dalit youths to join the Indian Army where they can get rum, instead of consuming country liquor while unemployed. Stressing on the need for reservation for Dalits in defence forces, Athawale said, ""Dalits are fighters. They can contribute (to) the nation if they join defence forces."""
IIT Kanpur to conduct JEE Advanced exam on May 20 next year ,"The Indian Institute of Technology, Kanpur will be conducting the 2018 Joint Entrance Examination (Advanced) exam on May 20 next year, according to the official JEE website. Earlier, IIT-Madras Director and Joint Admission Board Chairman Professor Bhaskar Ramamurthi had announced that the exam will be conducted completely in online mode from 2018 onwards."
Sadhus refuse to take holy dip in Ganga river over pollution,"Sadhus from several ashrams on Saturday refused to take a holy dip in the Ganga river on the occasion of Vijayadashmi in Uttar Pradesh's Muzaffarnagar, allegedly after finding the river water to be polluted. The sadhus reportedly claimed that the water had turned black due to the discharge of waste by factories.  "
Work-life balance is a myth: Digital media startup POPxo CEO,"Digital media startup POPxo's Founder and CEO Priyanka Gill in a recent interview said, ""I think work-life balance is a myth but I am having a really good time."" Adding that she has two kids whom she sees only on weekends, she said, ""I like to think that I had a life before and I don't anymore!"""
US judge orders review of unredacted Clinton emails,A US judge has ordered a video-recorded review of unredacted emails of Hillary Clinton relating to her use of a private server for official communications during her tenure as State Secretary. The order came in response to a lawsuit filed by a watchdog demanding the review. Reports blamed the FBI probe on Clinton emails for her presidential election defeat.
German man held for poisoning baby food in supermarket,"German police have arrested a 53-year-old man who admitted to poisoning baby food and threatening to contaminate other products across Europe, as part of a presumed blackmail plot. Authorities and companies had received an email threatening to poison food unless over â¹77 crore was paid. Officials located the contaminated jars and found a compound used in antifreeze in them."
"Knife attacker shouts 'Allahu Akbar', kills 2 in France","At least two people were killed on Sunday at France's Saint-Charles train station after a man attacked people with a knife and allegedly shouted ""Allahu Akbar"", according to reports. The assailant was shot dead by the security forces. Adding that the incident was likely a ""terrorist act"", the police ordered people to avoid the area."
Iran bans fuel exports to Kurdistan after independence vote,"Iran has banned the export of fuel to Iraq's Kurdistan as a retaliatory measure against the region's independence referendum, the state media reported. Rejecting the referendum, Iran asserted its support for Iraq's sovereignty over the entire country, including the Kurdistan region. Over 92% Kurds had voted in favour of independence from Iraq in the referendum."
"70,000 volcano evacuees had no need to leave: Indonesia","More than half of the 1.4 lakh people who fled Indonesia's Bali amid fears over eruption of Mount Agung volcano had no need to evacuate, authorities said. Those living within the safe zone were ordered to return ""because they will become a burden"", Indonesian officials said. The volcano could erupt for the first time since 1963."
US teacher held for giving semen-tainted flutes to students,A music teacher in US' California was arrested for sexual misconduct after allegedly giving flutes tainted with his semen to students. The flutes were reportedly distributed as part of a non-profit group's programme in which flutes decorated by students are gifted to underprivileged children. The parents were asked to hand over the flutes to authorities for testing.
Pope wears refugee bracelet in appeal for helping migrants,"Pope Francis was seen wearing a refugee ID bracelet during his visit to northern Italy, in a move aimed at urging governments and people to do more to help migrants and not see them as enemies. The bracelet was given to him by an African refugee. Notably, nearly 6 lakh migrants have arrived in Italy in less than four years."
Poland sets up committee to calculate WWII German reparation,"Polish lawmakers have set up a committee to determine the amount of reparation the country should demand from Germany for losses suffered during the World War II. Six million Polish citizens, including three million Jews, were killed under the Nazi occupation. However, Germany has dismissed Poland's demands, saying it had already paid ""considerable reparations for overall war damages"". "
"India beat Australia to win series 4-1, reclaim no. 1 ODI rank","India defeated Australia by seven wickets in the fifth ODI in Nagpur on Sunday to clinch the series 4-1 and reclaim the number one ODI ranking. India were helped by openers Rohit Sharma and Ajinkya Rahane, who registered their third consecutive century stand in ODIs. Centurion Rohit also became the fastest to complete 2,000 ODI runs in India."
Who are India's richest tech entrepreneurs?,"The richest tech entrepreneur in India is Divyank Turakhia, Founder and CEO of ad-tech firm Media.net, who is worth â¹11,500 crore, according to Hurun India Rich List 2017. He is followed by Paytm Founder Vijay Shekhar Sharma, and Flipkart Founders Sachin Bansal and Binny Bansal who stand third on the list. Portea Medical's Ganesh Krishnan stands fourth on the list. "
RCom calls off merger with Aircel over 'vested interests',"Anil Ambani-led Reliance Communications (RCom) on Sunday called off its proposed merger with Aircel. ""Legal and regulatory uncertainties, and various interventions by vested interests, have caused inordinate delays,"" the company said. The merger with Aircel and its tower sale to Canada's Brookfield Asset Management was expected to bring down RCom's debt by 60%, which stands at over â¹45,000 crore."
Germany celebrates its first same-sex marriage,"Germany on Sunday celebrated its first same-sex marriage after the law legalising the union came into effect. Karl Kreile and Bodo Mende, aged 59 and 60, became Germanyâs first married gay couple. Notably, Germany, which allowed same-sex couples to register for partnerships in 2001, has become the 23rd country in the world to allow same-sex marriages."
Vogue publisher Samuel 'Si' Newhouse passes away aged 89,"Samuel Irving 'Si' Newhouse Jr, Chairman Emeritus of CondÃ© Nast media company, passed away on Sunday aged 89, his family spokesperson said. Newhouse ran the company's magazine division, CondÃ© Nast Publications, which publishes some of the world's leading magazines including Vogue, GQ, Vanity Fair, and the New Yorker. Bloomberg had estimated Newhouse's net worth to be $12.7 billion."
Fewer GST slabs once revenue reaches neutral plus level: FM,"Finance Minister Arun Jaitley has said that Goods and Services Tax (GST) slabs may be reduced in the future if a ""revenue neutral plus"" tax level is reached. ""We have almost by the day, space and scope for improvement,"" Jaitley added. The government always endeavours to bring down tax rates on mass consumption commodities, he added. "
"3,000 killed in Syria in the deadliest month of 2017","At least 3,000 people including 955 civilians were killed in the Syrian war in September, making it the conflict's deadliest month this year, the Syrian Observatory for Human Rights said. Over 70% of the civilians were killed in anti-ISIS air strikes carried out by pro-Syrian forces and Russia, or in air raids by the international coalition, the monitor added."
Fukushima radioactive water may have been leaking for months,"The Fukushima nuclear power plant may have been leaking radioactive water since April, its owner, Tokyo Electric Power Company (TEPCO), said earlier this week. The company admitted that there were errors in the settings of six indicators monitoring groundwater levels of wells around reactor buildings. However, no abnormal increase of radioactivity was seen in the samples, TEPCO added."
Stop wasting time mediating with Kim Jong-un: Trump to aide,"US President Donald Trump on Sunday told State Secretary Rex Tillerson that he is wasting his time trying to negotiate with ""Little Rocket Man"", referring to North Korean leader Kim Jong-un. ""Save your energy Rex, we'll do what has to be done!"" Trump tweeted. This comes after Tillerson said that the US has not blocked communication with North Korea."
Preventing a hack is huge priority for us: Ex-Equifax CEO,"Weeks before US credit reporting company Equifax admitted that its records on 143 million Americans were exposed, the company's then CEO Richard Smith had said preventing hack was a ""huge priority"". ""When you have the size database we have, it's very attractive for others to try to get into our database,"" he added. "
Playboy founder Hugh Hefner was worth $45 mn at his death,"Hugh Hefner, the founder of Playboy Enterprises, had an estimated net worth of $45 million at the time of his death. While Hefner collected a $1 million salary and enjoyed the privilege of essentially free housing, he owned virtually no tangible assets or real estate. At the peak of Playboy's success, Hefner was reported to be worth $200 million."
Actress Nicole Kidman pens letter against domestic violence,"Hollywood actress Nicole Kidman has penned a letter against domestic violence. Nicole, who is a Goodwill Ambassador of the United Nations Development Fund for Women, shared her experience of meeting survivors of violence. She wrote, ""It never occurred to me that I should be at a disadvantage because I was born a girl."" "
"Soha Ali Khan, Kunal Kemmu name their baby girl Inaaya","Actors Soha Ali Khan and Kunal Kemmu, who became parents to a baby girl on September 29, have named their daughter Inaaya Naumi Kemmu. Sharing the news on Twitter, Kunal wrote, ""Little Inaaya is happy and healthy and she thanks all of you for your love and blessings."" This is Soha's first child with Kunal whom she married in 2015. "
"Looks can take you ahead, not to Bigg Boss finale: Priyank ","Priyank Sharma, who is one of the contestants on Bigg Boss 11, said, ""Looks can take you ahead but not to the final destination (referring to Bigg Boss finale)."" He added, ""I don't rely on my looks...I feel people love me not just for my looks but otherwise as well."" Priyank has already participated in 'Roadies Rising' and 'Splitsvilla X'."
I want to break my bahu image: Hina Khan on doing Bigg Boss,"Television actress Hina Khan has said she joined Bigg Boss 11 as a participant because she wants to break that image of herself as a ""bahu"". She added, ""I have seen actors who have done such shows for years and they are never able to come out of that image."" Hina joked that she would go anywhere for Salman Khan."
Mizoram group wins best dance prize at K-pop World Festival,"A seven-member all-boys group from Mizoram Immortals Army won the award for the best dance performance at the K-pop World Festival 2017 in South Korea. ""It's a proud moment to see India present talents to...world with K-pop,"" said the director of Korean Cultural Centre India. The group performed to the song 'Blood Sweat and Tears' by the K-pop band BTS."
Team India joins PM Modi's 'Swachhata Hi Seva' campaign,"The Indian cricket team, led by captain Virat Kohli and coach Ravi Shastri, pledged its support to Prime Minister Narendra Modi's Swachhata Hi Seva campaign ahead of the fifth ODI on Sunday. BCCI shared a video of the cricketers throwing a bottle into the dustbin. ""There's no other place garbage deserves to be other than the dustbin,"" Kohli said."
Malala asks Twitter what she should pack for university,"After Nobel Peace Laureate Malala Yousafzai asked Twitter for advice on what to bring to the Oxford University, a user wrote, ""Bring your favorite books! Download podcasts!"" While other users tweeted, ""Bring a mattress pad with you! The beds are not very comfortable without them,"" and ""Something to remind you of home...It will help you settle in."""
Rohit slams 94-ball ton after opening account on 15th ball,"Indian opener Rohit Sharma scored a 94-ball ton in the fifth ODI against Australia in Nagpur on Sunday after scoring his first run off his 15th ball. The century was Sharma's fourth ODI ton this year and 14th of his career. During the knock, Sharma also reached 6,000 ODI runs, becoming the third fastest Indian to reach the landmark."
Article 370 has done more harm to J&K than anything: Dy CM,"Calling for the abolition of Article 370, Jammu and Kashmir Deputy Chief Minister Nirmal Singh has said that the provision, which grants special autonomous status to the state, has done more harm than anything. The BJP leader added that if his party had achieved a 44 plus target in J&K assembly elections, things would have been different."
â¹1L reward for finding Pak-returned Geetaâs parents: Swaraj,"External Affairs Minister Sushma Swaraj has announced a â¹1 lakh reward for anyone who can help find the parents of Geeta, the deaf and mute Indian girl who was brought back from Pakistan two years ago. Geeta, who currently lives in Indore, had accidentally crossed into Pakistan as a child after being separated from her family. "
Over 300 Dalits convert to Buddhism in Gujarat,"Over 200 Dalits from Ahmedabad and over 100 Dalits from Vadodara embraced Buddhism on the occasion of Ashoka Vijaya Dashami on Saturday. ""There wasn't any particular organisation behind this program...over 100 persons converted voluntarily,"" said Rohit, the zonal coordinator of Bahujan Samaj Party. Over 200 Dalits from Gujarat converted to Buddhism in three separate events in October last year."
AAP leader Joginder Chinna joins BJP along with supporters,"Former AAP leader Joginder Chinna, along with his supporters, on Sunday joined the BJP ahead of the Punjab's Gurdaspur Lok Sabha by-elections. They joined the BJP in the presence of the party's national Vice President Prabhat Jha and state secretary Vineet Joshi. Chinna alleged that AAP's Punjab unit chief Bhagwant Mann was converting the party into a 'private company'."
"Car repair startup gets $1 mn from Blume Ventures, others","Bengaluru-based car repair and servicing startup Pitstop has raised $1 million in Series A funding round from Blume Ventures and Singapore-based Goldbell Group. Angel investors Anurag Srivastava, Shailesh Rao, Amiya Pathak, and Rajesh Yohanan also participated in the round. Founded in 2015, the startup caters to customers looking for car service once their dealership service warranty expires. "
Spain holding world's 1st internet war in Catalonia: Assange,"WikiLeaks Founder Julian Assange has accused Spain of conducting the ""world's first internet war"" in Catalonia ahead of the independence referendum in the region. This comes after the Spanish government censored several websites related to the referendum and suspended 29 Catalan government apps. The crackdown comes after Spain termed the referendum illegal.  "
Boko Haram leaves 30 lakh kids out of school in Nigeria: UN,"Boko Haram militants have forced the closure of over 57% of schools in Nigeria's Borno State, leaving nearly 30 lakh children without education, the UN Children's Fund has said. Adding that children in northeast Nigeria are ""living through so much horror"", the agency said, ""The attacks on schools are in danger of creating a lost generation of children."""
"Iraq, Iran to hold joint drills along Kurdistan border","Iraq and Iran will hold joint military drills along their border with the Kurdistan region, Iran's state media reported. This comes in the wake of Kurdistan's independence referendum that was termed unconstitutional by Iraq. Supporting the Iraqi government against the referendum, Iran closed its borders and stopped flights to Kurdistan."
"UAE begins charging 100% 'sin' tax on tobacco, energy drinks","The UAE on Sunday began collecting new ""sin"" taxes on tobacco products, energy drinks, and soft drinks. Tobacco and energy drinks will be taxed at 100%, while a 50% tax will be levied on soft drinks. This comes as the country aims to diversify revenue generation from sources other than oil and cope with low global energy prices."
Sachin had asked for bridge at stampede-hit station in 2016,"Former Indian cricketer and nominated Rajya Sabha member Sachin Tendulkar had raised a question in the House in 2016 about constructing additional bridges at high-density stations including at Elphinstone, where a stampede recently killed 23 people. In 2015, Tendulkar had also asked about the first-aid and ambulance provisions for the critically injured at railway stations."
Officer indicted during Op Blue Star acquitted after 33 yrs,"An Army officer, who was accused of taking away electronic items recovered from Amritsar's Golden Temple during Operation Blue Star, was acquitted after 33 years by a military court. Although eight officers were held responsible for 'illegal detention' of items, Army took action only against Major KA Singh. A â¹10 lakh-fine was imposed on Army for the harassment Singh faced."
Nissan makes seats which change colour due to sweat,Japanese automaker Nissan has teamed up with Dutch design brand Droog to develop seats and steering wheel which change colour due to sweat. The company uses sweat-sensing technology coating called 'Soak' applied on the steering wheel and front seats to detect if driver is dehydrated. The seat turns yellow if driver is dehydrated and blue when rehydrated. 
Former Congress leader Narayan Rane floats new party,"Former Maharashtra Chief Minister Narayan Rane on Sunday announced the formation of his new political party 'Maharashtra Swabhimaan Paksh'. Rane, who quit the Congress last week, said his political outfit will work towards the overall and all-inclusive development of the state. ""After setting up the party, we shall decide on our future course including allying with NDA,"" Rane added."
Vietnam sentences ex-energy boss to death over corruption,"A Vietnamese court has sentenced state-run PetroVietnam's ex-chairman Nguyen Son to death after finding him guilty of embezzlement, intentionally breaking state rules on economic management and abusing his position and power. This is the first time in years that the death penalty was given to a high-ranking official by Vietnam, which has one of the world's highest rates of executions."
Clashes over Catalonia independence vote leave 337 injured,"Around 337 people were injured on Sunday in violent clashes which erupted as Spanish police tried to stop citizens from casting votes in Catalonia's independence referendum, according to the Catalan Government. The vote had been termed illegal by the Spanish constitutional court. The police allegedly removed ballot boxes and used rubber bullets on voters while they chanted ""we will vote""."
Austria's ban on Islamic face veils comes into effect,"Austria's ban on Islamic face veils in public places came into effect on Sunday. Claiming that the ban is ""religiously neutral"", Austrian authorities said that the move is aimed at encouraging people to assimilate into the country's culture. Those found violating the 'Anti-Face-Veiling Act' will be subject to fines of â¬150 (over â¹11,000)."
Govt raises natural gas price for first time in three years,"The government on Friday hiked the domestic natural gas price by 16.5%, the first increase in nearly three years after five straight cuts. Price has been raised to $2.89 per MMBTU for six months beginning October 1. The government also raised the price ceiling for gas produced from discoveries in deepwater, ultra-deepwater, high-pressure and high-temperature blocks by over 13%."
Dancer Shantanu Maheshwari wins Khatron Ke Khiladi season 8,"Actor-dancer Shantanu Maheshwari has won the eighth season of the reality show 'Fear Factor: Khatron Ke Khiladi'. Shantanu said, ""I never expected to win the show...It was the most wonderful experience."" The 26-year-old was competing against TV actors Hina Khan and Ravi Dubey in the final task of the show. "
"People who misbehave on Bigg Boss get no work, says Salman","Actor Salman Khan has said that most of the people who have not been very well behaved in the 'Bigg Boss' house get no work at all later on. However, he added that people who have shown maturity, dignity, class, poise and some substance always got work. Salman further said, ""You need to take care of your image."" "
"Sidharth, Kriti, Karan walk the ramp for Manish's Dubai show","Sidharth Malhotra, Kriti Sanon and Karan Johar turned showstoppers for designer Manish Malhotra, who showcased his bridal collection in Dubai. The collection featured garments in pastel shades embellished with pearls, tassels and sequins. ""Dubai is Manish's sasural and he has made it his own... Manish Malhotra is shining and sparkling like his garments,"" said Karan."
"Kamal won't tell me what's required in politics, says Rajini","Actor Rajinikanth has said that he doesn't know what's required to succeed in politics, while jokingly adding, ""I think, Kamal (Haasan) knows what's required...But then, he won't tell me what that is."" Rajinikanth further said that maybe Kamal would have told him this two months ago. He also said just fame and stardom aren't enough to be a successful politician. "
SL allow banned Chamara Silva to play domestic cricket,"Sri Lanka Cricket has permitted batsman Chamara Silva to participate in domestic matches, after he appealed his two-year ban. Silva, who will be allowed to play pending the outcome of appeal, was banned last month for breaching spirit of the game during a first-class match. This comes after ICC said it was conducting an anti-corruption probe in Sri Lanka."
Paramilitary readies non-lethal weapons to combat unrest,"Paramilitary forces are developing non-lethal devices for peace-keeping during incidents of civil unrest, officials have said. The crowd-control devices include acoustic devices which emit high-pitch sounds, shock batons, chilli grenades, and laser dazzler which causes temporary blindness. This comes after security forces in Kashmir faced criticism for using pellet guns at unarmed protestors."
Bumrah fumbles catch but holds onto it to dismiss Finch,Indian fast bowler Jasprit Bumrah held onto a catch after he fumbled and almost dropped Australian batsman Aaron Finch during the fifth ODI in Nagpur on Sunday. Finch had lofted a Hardik Pandya delivery wide of mid-off where Bumrah grabbed the ball but it popped out of his hands and rolled over his legs before he held onto it.
England players bowl with sex toy at Buttler's bachelor bash,"Pictures have emerged of England cricketers, including Jos Buttler and captain Eoin Morgan, 'bowling' with a sex toy in Amsterdam's red light district during Buttler's bachelor party. The wicketkeeper, along with a group of 20 friends, was also spotted talking to a prostitute. The cricketers were earlier asked to cancel the party after Ben Stokes' recent nightclub brawl."
Karnataka to fine cops who quit within five years of service,"The Karnataka government has decided to fine Police Sub-Inspectors and constables in the state â¹2 lakh and â¹1 lakh respectively if they quit before completing five years of service. Nearly 300 cops have resigned in the past few months, and 36% posts are vacant in the state. Further, it costs the government around â¹3 lakh to train each new recruit."
Barcelona to play behind closed doors post Catalan protests,"Spanish club Barcelona will play its La Liga match against Las Palmas behind closed doors, after Professional Football League (LFP) refused its request to postpone it. The club had asked for postponement amid violence in the Catalan capital due to the Catalonia referendum. LFP had told Barcelona that it could face the prospect of a three-point deduction for postponement."
Donât teach us patriotism: Sena chief to BJP,Shiv Sena chief Uddhav Thackeray on Saturday slammed the BJP and asked the party to refrain from teaching Sena members about patriotism. He alleged that those who favoured demonetisation were considered patriotic while those who opposed the move were termed as traitors. He further criticised the BJP government over the GST rollout and the introduction of bullet trains.
Twitter mocks UK Independence Party's new logo,"After the UK Independence Party changed its logo to the one resembling the Premier League's emblem, a user tweeted, ""They will now elect a trademark lawyer to take on the Premier League."" While other users wrote, ""Hey @UKIP the @premierleague called, they want their logo back,"" and ""UKIP's new logo looks like someone stood on the Premier League's tail."""
Genes separating humans from some other species found,"In a first, genes that determine animal complexity making human genome the most diverse, have been identified. Analysing genetic data of nine species from fruit flies to sea urchins, UK-based researchers found a gene 'NCoR' produced a single RNA in sea urchins, while the 'NCoR2' gene produced over 30 kinds of RNA in humans, each likely with different functions."
Won't cooperate with graft probe: Philippine Prez Duterte,"Philippine President Rodrigo Duterte has said that he won't cooperate with a special anti-corruption prosecutor's probe into allegations that he acquired millions illegally. Calling the agency ""lousy"", Duterte said the allegations are ""lies based on baseless"" information. Duterte's remarks contradicted his spokesman's statement that he respected the agency and its impartiality. "
"1 officer, 4 civilians injured in terror attack in Canada","At least one police officer and four civilians were injured on Saturday in Canada after an attacker crashed his SUV into a police barricade, throwing the officer 15 feet away, officials said. The attacker reportedly stabbed the officer before fleeing the scene. Terming the incident a terrorist act, the police said that they found an ISIS flag in the vehicle."
Damages against TCS halved to $420mn in US trade secret case,A US court has reduced damages imposed on Tata Consultancy Services by more than half in a trade secrets case with US healthcare software firm Epic Systems. The court reduced the damages to $420 million from $940 million granted by a jury verdict in April last year. Epic accused TCS of illegally acquiring information to create its own healthcare system.
"Russia, China banned from weightlifting for one year","Russia and China were among nine nations suspended from weightlifting competitions for up to 12 months after the International Weightlifting Federation retested samples from Beijing 2008 and London 2012 Olympics. Countries with at least three doping offences from those Olympics were suspended. Out of the 49 failed samples, 30 had medaled in various weight categories and disciplines."
Judwaa 2 earns â¹20cr to be 2017's 2nd highest day 2 grosser ,"The Varun Dhawan, Jacqueline Fernandez and Taapsee Pannu starrer 'Judwaa 2', with earnings of over â¹20 crore, has become the second highest day two grosser of 2017 in Bollywood. The film's second day collection was more than the day two earnings of films like 'Tubelight' and 'Toilet: Ek Prem Katha'. The film has now earned over â¹36 crore in India."
"Only woman IPS officer to see Kasab, Memon hangings, retires","Meeran Chadha Borwankar, who retired as Director General, Bureau of Police Research and Development, on Saturday, oversaw the executions of both 26/11 accused Ajmal Kasab and 1993 Mumbai blasts convict Yakub Memon. Borwankar said secrecy was the top priority in the execution of Kasab in 2012, while in the case of Memon in 2015, ""the entire country was watching."""
Shilpa Shinde revealed as 1st celebrity Bigg Boss contestant,"Actor Salman Khan has revealed television actress Shilpa Shinde, who earlier played the lead character in 'Bhabi Ji Ghar Par Hai', as the first celebrity contestant on Bigg Boss 11. In a short promo, Salman is shown introducing her while saying, ""Ye rahi India ki sabse chaheti."" Dawood Ibrahim's relative and Haryanvi singer Sapna Choudhary are also participants this season.n"
UP CM Yogi performs priest duties for 5 days in Gorakhpur,"UP CM Yogi Adityanath, who is the head priest at the Gorakhnath Temple in Gorakhpur, conducted special 'poojas' at the temple for five days during Navratri. Yogi reportedly performed prayers at his 'pooja sthal' in his residential area in the temple. On Saturday, he became the first CM to lead a Dussehra procession, leading a ""shobha yatra"" from the monastery."
"All India Radio may launch new services in Japan, Germany","All India Radio (AIR) has announced plans to expand its global operations and launch new services in Japan, Germany, Canada and Maldives, among other countries. These services are aimed at supplementing government's diplomatic efforts and outreach programmes to the Indian diaspora, officials said. AIR's External Services Division (ESD) presently broadcasts programmes to over 108 countries."
