text,summary
"The Delhi Metro Rail Corporation (DMRC) on Saturday claimed that the hike in fares was ""necessary"" to meet input costs and provide a world-class service. Besides owing the Japan International Cooperation Agency around Ã¢ÂÂ¹26,760 crore, DMRC stated that it was making a Ã¢ÂÂ¹378-crore net loss in spite of operating efficiently, because of depreciation and replacement of assets.",दिल्ली मेट्रो निकाय किराया वृद्धि को एक आवश्यकता कहता है 
"China on Saturday opened a new 409 km-long expressway linking Tibet's Lhasa with Nyingchi, which is close to the Arunachal Pradesh border. The project cost over Ã¢ÂÂ¹37,000 crore, according to the local government. Most expressways in Tibet are also compatible for transporting military equipment, providing an advantage for the Chinese military to move its troops and weaponry faster. ",चीन अरुणाचल प्रदेश सीमा के पास तिब्बत में राजमार्ग खोलता है 
"BJP leader Yashwant Sinha said that India has lost the people of Kashmir Valley emotionally. ""You just have to visit the valley to realise that they have lost faith in us,"" he added. This comes after he criticised the government's economic policies, saying that Finance Minister Arun Jaitley was working over-time to make sure Indians see poverty.",भारत ने कश्मीर घाटी को भावनात्मक रूप से खो दिया है: यशवंत सिन्हा 
"A 24-year-old Dalit man in Gujarat's Gandhinagar was allegedly beaten up by three people for having a moustache. The accused hurled abuses at the victim before followed him home and assaulted him for having a moustache despite belonging to a lower caste, reports said. The police have lodged a complaint under the SC/ST Atrocities Act against the three accused.",गुजरात में मूंछ रखने पर दलित शख्स की पिटाई 
"Union Minister Ramdas Athawale on Sunday asked Dalit youths to join the Indian Army where they can get rum, instead of consuming country liquor while unemployed. Stressing on the need for reservation for Dalits in defence forces, Athawale said, ""Dalits are fighters. They can contribute (to) the nation if they join defence forces.""",दलित युवाओं को रम में शामिल होना चाहिए: मंत्री अठावले 
"The Indian Institute of Technology, Kanpur will be conducting the 2018 Joint Entrance Examination (Advanced) exam on May 20 next year, according to the official JEE website. Earlier, IIT-Madras Director and Joint Admission Board Chairman Professor Bhaskar Ramamurthi had announced that the exam will be conducted completely in online mode from 2018 onwards.",IIT कानपुर अगले साल 20 मई को JEE एडवांस परीक्षा आयोजित करने के लिए 
"Sadhus from several ashrams on Saturday refused to take a holy dip in the Ganga river on the occasion of Vijayadashmi in Uttar Pradesh's Muzaffarnagar, allegedly after finding the river water to be polluted. The sadhus reportedly claimed that the water had turned black due to the discharge of waste by factories.  ",साधुओं ने प्रदूषण पर गंगा नदी में पवित्र डुबकी लगाने से इनकार कर दिया 
"Digital media startup POPxo's Founder and CEO Priyanka Gill in a recent interview said, ""I think work-life balance is a myth but I am having a really good time."" Adding that she has two kids whom she sees only on weekends, she said, ""I like to think that I had a life before and I don't anymore!""",कार्य-जीवन संतुलन एक मिथक है: डिजिटल मीडिया स्टार्टअप POPxo CEO 
A US judge has ordered a video-recorded review of unredacted emails of Hillary Clinton relating to her use of a private server for official communications during her tenure as State Secretary. The order came in response to a lawsuit filed by a watchdog demanding the review. Reports blamed the FBI probe on Clinton emails for her presidential election defeat.,यूएस जज ने बिना लाइसेंस वाले क्लिंटन ईमेल की समीक्षा के आदेश दिए 
"German police have arrested a 53-year-old man who admitted to poisoning baby food and threatening to contaminate other products across Europe, as part of a presumed blackmail plot. Authorities and companies had received an email threatening to poison food unless over Ã¢ÂÂ¹77 crore was paid. Officials located the contaminated jars and found a compound used in antifreeze in them.",जर्मन व्यक्ति सुपरमार्केट में बच्चे के भोजन को विषाक्त करने के लिए आयोजित किया गया 
"At least two people were killed on Sunday at France's Saint-Charles train station after a man attacked people with a knife and allegedly shouted ""Allahu Akbar"", according to reports. The assailant was shot dead by the security forces. Adding that the incident was likely a ""terrorist act"", the police ordered people to avoid the area.","चाकू हमलावर ने 'अल्लाहु अकबर' चिल्लाया, फ्रांस में 2 को मार डाला "
"Iran has banned the export of fuel to Iraq's Kurdistan as a retaliatory measure against the region's independence referendum, the state media reported. Rejecting the referendum, Iran asserted its support for Iraq's sovereignty over the entire country, including the Kurdistan region. Over 92% Kurds had voted in favour of independence from Iraq in the referendum.",आजादी के बाद ईरान ने कुर्दिस्तान में ईंधन निर्यात पर प्रतिबंध लगा दिया 
"More than half of the 1.4 lakh people who fled Indonesia's Bali amid fears over eruption of Mount Agung volcano had no need to evacuate, authorities said. Those living within the safe zone were ordered to return ""because they will become a burden"", Indonesian officials said. The volcano could erupt for the first time since 1963.","०,००० ज्वालामुखी से निकले जलपोतों को छोड़ने की कोई आवश्यकता नहीं थी: इंडोनेशिया "
A music teacher in US' California was arrested for sexual misconduct after allegedly giving flutes tainted with his semen to students. The flutes were reportedly distributed as part of a non-profit group's programme in which flutes decorated by students are gifted to underprivileged children. The parents were asked to hand over the flutes to authorities for testing.,अमेरिकी शिक्षक ने छात्रों को वीर्य-दागी बांसुरी देने के लिए आयोजित किया 
"Pope Francis was seen wearing a refugee ID bracelet during his visit to northern Italy, in a move aimed at urging governments and people to do more to help migrants and not see them as enemies. The bracelet was given to him by an African refugee. Notably, nearly 6 lakh migrants have arrived in Italy in less than four years.",पोप प्रवासियों की मदद के लिए अपील में शरणार्थी कंगन पहनते हैं 
"Polish lawmakers have set up a committee to determine the amount of reparation the country should demand from Germany for losses suffered during the World War II. Six million Polish citizens, including three million Jews, were killed under the Nazi occupation. However, Germany has dismissed Poland's demands, saying it had already paid ""considerable reparations for overall war damages"". ",पोलैंड ने WWII जर्मन पुनर्मूल्यांकन की गणना के लिए समिति का गठन किया 
"India defeated Australia by seven wickets in the fifth ODI in Nagpur on Sunday to clinch the series 4-1 and reclaim the number one ODI ranking. India were helped by openers Rohit Sharma and Ajinkya Rahane, who registered their third consecutive century stand in ODIs. Centurion Rohit also became the fastest to complete 2,000 ODI runs in India.","भारत ने ऑस्ट्रेलिया को हराकर श्रृंखला 4-1 से जीती, नहीं। 1 ओडीआई रैंक "
"The richest tech entrepreneur in India is Divyank Turakhia, Founder and CEO of ad-tech firm Media.net, who is worth Ã¢ÂÂ¹11,500 crore, according to Hurun India Rich List 2017. He is followed by Paytm Founder Vijay Shekhar Sharma, and Flipkart Founders Sachin Bansal and Binny Bansal who stand third on the list. Portea Medical's Ganesh Krishnan stands fourth on the list. ",भारत के सबसे अमीर टेक उद्यमी कौन हैं? 
"Anil Ambani-led Reliance Communications (RCom) on Sunday called off its proposed merger with Aircel. ""Legal and regulatory uncertainties, and various interventions by vested interests, have caused inordinate delays,"" the company said. The merger with Aircel and its tower sale to Canada's Brookfield Asset Management was expected to bring down RCom's debt by 60%, which stands at over Ã¢ÂÂ¹45,000 crore.",आरकॉम ने 'निहित स्वार्थ' को लेकर एयरसेल के साथ विलय को बंद कर दिया 
"Germany on Sunday celebrated its first same-sex marriage after the law legalising the union came into effect. Karl Kreile and Bodo Mende, aged 59 and 60, became GermanyÃ¢ÂÂs first married gay couple. Notably, Germany, which allowed same-sex couples to register for partnerships in 2001, has become the 23rd country in the world to allow same-sex marriages.",जर्मनी ने अपना पहला समान-लिंग विवाह मनाया 
"Samuel Irving 'Si' Newhouse Jr, Chairman Emeritus of CondÃÂ© Nast media company, passed away on Sunday aged 89, his family spokesperson said. Newhouse ran the company's magazine division, CondÃÂ© Nast Publications, which publishes some of the world's leading magazines including Vogue, GQ, Vanity Fair, and the New Yorker. Bloomberg had estimated Newhouse's net worth to be $12.7 billion.",वोग के प्रकाशक सैमुअल 'सी' न्यूहाउस का 89 वर्ष की आयु में निधन हो गया 
"Finance Minister Arun Jaitley has said that Goods and Services Tax (GST) slabs may be reduced in the future if a ""revenue neutral plus"" tax level is reached. ""We have almost by the day, space and scope for improvement,"" Jaitley added. The government always endeavours to bring down tax rates on mass consumption commodities, he added. ",एक बार राजस्व जीएसटी स्लैब तटस्थ स्तर तक पहुंच जाता है: एफएम 
"At least 3,000 people including 955 civilians were killed in the Syrian war in September, making it the conflict's deadliest month this year, the Syrian Observatory for Human Rights said. Over 70% of the civilians were killed in anti-ISIS air strikes carried out by pro-Syrian forces and Russia, or in air raids by the international coalition, the monitor added.","2017 के सबसे घातक महीने में सीरिया में 3,000 मारे गए "
"The Fukushima nuclear power plant may have been leaking radioactive water since April, its owner, Tokyo Electric Power Company (TEPCO), said earlier this week. The company admitted that there were errors in the settings of six indicators monitoring groundwater levels of wells around reactor buildings. However, no abnormal increase of radioactivity was seen in the samples, TEPCO added.",फुकुशिमा रेडियोधर्मी पानी महीनों से लीक हो रहा होगा 
"US President Donald Trump on Sunday told State Secretary Rex Tillerson that he is wasting his time trying to negotiate with ""Little Rocket Man"", referring to North Korean leader Kim Jong-un. ""Save your energy Rex, we'll do what has to be done!"" Trump tweeted. This comes after Tillerson said that the US has not blocked communication with North Korea.",किम जोंग-उन के साथ मध्यस्थता करते हुए समय बर्बाद करना बंद करें: ट्रंप को सहयोगी 
"Weeks before US credit reporting company Equifax admitted that its records on 143 million Americans were exposed, the company's then CEO Richard Smith had said preventing hack was a ""huge priority"". ""When you have the size database we have, it's very attractive for others to try to get into our database,"" he added. ",हैक को रोकना हमारे लिए बहुत बड़ी प्राथमिकता है: एक्स-इक्विफैक्स के सीईओ 
"Hugh Hefner, the founder of Playboy Enterprises, had an estimated net worth of $45 million at the time of his death. While Hefner collected a $1 million salary and enjoyed the privilege of essentially free housing, he owned virtually no tangible assets or real estate. At the peak of Playboy's success, Hefner was reported to be worth $200 million.",प्लेबॉय के संस्थापक ह्यूग हेफनर की मृत्यु पर उनकी कीमत $ 45 मिलियन थी 
"Hollywood actress Nicole Kidman has penned a letter against domestic violence. Nicole, who is a Goodwill Ambassador of the United Nations Development Fund for Women, shared her experience of meeting survivors of violence. She wrote, ""It never occurred to me that I should be at a disadvantage because I was born a girl."" ",घरेलू हिंसा के खिलाफ पत्र पेश करती अभिनेत्री निकोल किडमैन 
"Actors Soha Ali Khan and Kunal Kemmu, who became parents to a baby girl on September 29, have named their daughter Inaaya Naumi Kemmu. Sharing the news on Twitter, Kunal wrote, ""Little Inaaya is happy and healthy and she thanks all of you for your love and blessings."" This is Soha's first child with Kunal whom she married in 2015. ","सोहा अली खान, कुणाल केमू अपनी बच्ची इनाया का नाम लेते हैं "
"Priyank Sharma, who is one of the contestants on Bigg Boss 11, said, ""Looks can take you ahead but not to the final destination (referring to Bigg Boss finale)."" He added, ""I don't rely on my looks...I feel people love me not just for my looks but otherwise as well."" Priyank has already participated in 'Roadies Rising' and 'Splitsvilla X'.","लगता है आपको आगे ले जा सकते हैं, बिग बॉस के फिनाले में नहीं: प्रियांक "
"Television actress Hina Khan has said she joined Bigg Boss 11 as a participant because she wants to break that image of herself as a ""bahu"". She added, ""I have seen actors who have done such shows for years and they are never able to come out of that image."" Hina joked that she would go anywhere for Salman Khan.",मैं अपनी बहू की छवि को तोड़ना चाहती हूं: बिग बॉस करने पर हिना खान 
"A seven-member all-boys group from Mizoram Immortals Army won the award for the best dance performance at the K-pop World Festival 2017 in South Korea. ""It's a proud moment to see India present talents to...world with K-pop,"" said the director of Korean Cultural Centre India. The group performed to the song 'Blood Sweat and Tears' by the K-pop band BTS.",के-पॉप वर्ल्ड फेस्टिवल में मिजोरम समूह ने सर्वश्रेष्ठ नृत्य पुरस्कार जीता 
"The Indian cricket team, led by captain Virat Kohli and coach Ravi Shastri, pledged its support to Prime Minister Narendra Modi's Swachhata Hi Seva campaign ahead of the fifth ODI on Sunday. BCCI shared a video of the cricketers throwing a bottle into the dustbin. ""There's no other place garbage deserves to be other than the dustbin,"" Kohli said.",टीम इंडिया पीएम मोदी के 'स्वच्छता ही सेवा' अभियान में शामिल 
"After Nobel Peace Laureate Malala Yousafzai asked Twitter for advice on what to bring to the Oxford University, a user wrote, ""Bring your favorite books! Download podcasts!"" While other users tweeted, ""Bring a mattress pad with you! The beds are not very comfortable without them,"" and ""Something to remind you of home...It will help you settle in.""",मलाला ने ट्विटर से पूछा कि उसे विश्वविद्यालय के लिए क्या पैक देना चाहिए 
"Indian opener Rohit Sharma scored a 94-ball ton in the fifth ODI against Australia in Nagpur on Sunday after scoring his first run off his 15th ball. The century was Sharma's fourth ODI ton this year and 14th of his career. During the knock, Sharma also reached 6,000 ODI runs, becoming the third fastest Indian to reach the landmark.",रोहित ने 15 वीं गेंद पर खाता खोलने के बाद 94 गेंद में छलांग लगाई 
"Calling for the abolition of Article 370, Jammu and Kashmir Deputy Chief Minister Nirmal Singh has said that the provision, which grants special autonomous status to the state, has done more harm than anything. The BJP leader added that if his party had achieved a 44 plus target in J&K assembly elections, things would have been different.",अनुच्छेद 370 ने जम्मू-कश्मीर को किसी भी चीज से ज्यादा नुकसान पहुंचाया है: उप मुख्यमंत्री 
"External Affairs Minister Sushma Swaraj has announced a Ã¢ÂÂ¹1 lakh reward for anyone who can help find the parents of Geeta, the deaf and mute Indian girl who was brought back from Pakistan two years ago. Geeta, who currently lives in Indore, had accidentally crossed into Pakistan as a child after being separated from her family. ",पाक लौटे गीता के Pak Pak1L इनाम के लिए माता-पिता: स्वराज 
"Over 200 Dalits from Ahmedabad and over 100 Dalits from Vadodara embraced Buddhism on the occasion of Ashoka Vijaya Dashami on Saturday. ""There wasn't any particular organisation behind this program...over 100 persons converted voluntarily,"" said Rohit, the zonal coordinator of Bahujan Samaj Party. Over 200 Dalits from Gujarat converted to Buddhism in three separate events in October last year.",गुजरात में 300 से अधिक दलित बौद्ध धर्म में परिवर्तित होते हैं 
"Former AAP leader Joginder Chinna, along with his supporters, on Sunday joined the BJP ahead of the Punjab's Gurdaspur Lok Sabha by-elections. They joined the BJP in the presence of the party's national Vice President Prabhat Jha and state secretary Vineet Joshi. Chinna alleged that AAP's Punjab unit chief Bhagwant Mann was converting the party into a 'private company'.",AAP नेता जोगिंदर चिन्ना समर्थकों के साथ बीजेपी में शामिल 
"Bengaluru-based car repair and servicing startup Pitstop has raised $1 million in Series A funding round from Blume Ventures and Singapore-based Goldbell Group. Angel investors Anurag Srivastava, Shailesh Rao, Amiya Pathak, and Rajesh Yohanan also participated in the round. Founded in 2015, the startup caters to customers looking for car service once their dealership service warranty expires. ","कार की मरम्मत स्टार्टअप को ब्लम वेंचर्स, अन्य से $ 1 मिलियन मिलता है "
"WikiLeaks Founder Julian Assange has accused Spain of conducting the ""world's first internet war"" in Catalonia ahead of the independence referendum in the region. This comes after the Spanish government censored several websites related to the referendum and suspended 29 Catalan government apps. The crackdown comes after Spain termed the referendum illegal.  ",कैटेलोनिया में दुनिया का पहला इंटरनेट युद्ध करने वाला स्पेन: असांजे 
"Boko Haram militants have forced the closure of over 57% of schools in Nigeria's Borno State, leaving nearly 30 lakh children without education, the UN Children's Fund has said. Adding that children in northeast Nigeria are ""living through so much horror"", the agency said, ""The attacks on schools are in danger of creating a lost generation of children.""",बोको हराम ने नाइजीरिया में 30 लाख बच्चों को स्कूल से निकाला: UN 
"Iraq and Iran will hold joint military drills along their border with the Kurdistan region, Iran's state media reported. This comes in the wake of Kurdistan's independence referendum that was termed unconstitutional by Iraq. Supporting the Iraqi government against the referendum, Iran closed its borders and stopped flights to Kurdistan.","इराक, ईरान ने कुर्दिस्तान सीमा पर संयुक्त अभ्यास किया "
"The UAE on Sunday began collecting new ""sin"" taxes on tobacco products, energy drinks, and soft drinks. Tobacco and energy drinks will be taxed at 100%, while a 50% tax will be levied on soft drinks. This comes as the country aims to diversify revenue generation from sources other than oil and cope with low global energy prices.","यूएई तंबाकू, ऊर्जा पेय पर 100% 'पाप' कर वसूलना शुरू करता है "
"Former Indian cricketer and nominated Rajya Sabha member Sachin Tendulkar had raised a question in the House in 2016 about constructing additional bridges at high-density stations including at Elphinstone, where a stampede recently killed 23 people. In 2015, Tendulkar had also asked about the first-aid and ambulance provisions for the critically injured at railway stations.",सचिन ने 2016 में भगदड़ प्रभावित स्टेशन पर पुल के लिए कहा था 
"An Army officer, who was accused of taking away electronic items recovered from Amritsar's Golden Temple during Operation Blue Star, was acquitted after 33 years by a military court. Although eight officers were held responsible for 'illegal detention' of items, Army took action only against Major KA Singh. A Ã¢ÂÂ¹10 lakh-fine was imposed on Army for the harassment Singh faced.",ऑप ब्लू स्टार के दौरान दोषी पाए गए अधिकारी को 33 साल बाद बरी कर दिया गया 
Japanese automaker Nissan has teamed up with Dutch design brand Droog to develop seats and steering wheel which change colour due to sweat. The company uses sweat-sensing technology coating called 'Soak' applied on the steering wheel and front seats to detect if driver is dehydrated. The seat turns yellow if driver is dehydrated and blue when rehydrated. ,निसान सीट बनाती है जो पसीने के कारण रंग बदलती है 
"Former Maharashtra Chief Minister Narayan Rane on Sunday announced the formation of his new political party 'Maharashtra Swabhimaan Paksh'. Rane, who quit the Congress last week, said his political outfit will work towards the overall and all-inclusive development of the state. ""After setting up the party, we shall decide on our future course including allying with NDA,"" Rane added.",कांग्रेस के पूर्व नेता नारायण राणे ने नई पार्टी बनाई 
"A Vietnamese court has sentenced state-run PetroVietnam's ex-chairman Nguyen Son to death after finding him guilty of embezzlement, intentionally breaking state rules on economic management and abusing his position and power. This is the first time in years that the death penalty was given to a high-ranking official by Vietnam, which has one of the world's highest rates of executions.",वियतनाम भ्रष्टाचार पर मौत के लिए पूर्व-ऊर्जा मालिक को सजा सुनाता है 
"Around 337 people were injured on Sunday in violent clashes which erupted as Spanish police tried to stop citizens from casting votes in Catalonia's independence referendum, according to the Catalan Government. The vote had been termed illegal by the Spanish constitutional court. The police allegedly removed ballot boxes and used rubber bullets on voters while they chanted ""we will vote"".",कैटेलोनिया की स्वतंत्रता पर हुए संघर्ष में 337 घायल हुए 
"Austria's ban on Islamic face veils in public places came into effect on Sunday. Claiming that the ban is ""religiously neutral"", Austrian authorities said that the move is aimed at encouraging people to assimilate into the country's culture. Those found violating the 'Anti-Face-Veiling Act' will be subject to fines of Ã¢ÂÂ¬150 (over Ã¢ÂÂ¹11,000).",इस्लामिक फेस वेट पर ऑस्ट्रिया का प्रतिबंध लागू हुआ 
"The government on Friday hiked the domestic natural gas price by 16.5%, the first increase in nearly three years after five straight cuts. Price has been raised to $2.89 per MMBTU for six months beginning October 1. The government also raised the price ceiling for gas produced from discoveries in deepwater, ultra-deepwater, high-pressure and high-temperature blocks by over 13%.",सरकार ने तीन साल में पहली बार प्राकृतिक गैस की कीमत बढ़ाई है 
"Actor-dancer Shantanu Maheshwari has won the eighth season of the reality show 'Fear Factor: Khatron Ke Khiladi'. Shantanu said, ""I never expected to win the show...It was the most wonderful experience."" The 26-year-old was competing against TV actors Hina Khan and Ravi Dubey in the final task of the show. ",डांसर शांतनु माहेश्वरी ने खटरॉन की खिलाड़ी सीजन 8 जीता 
"Actor Salman Khan has said that most of the people who have not been very well behaved in the 'Bigg Boss' house get no work at all later on. However, he added that people who have shown maturity, dignity, class, poise and some substance always got work. Salman further said, ""You need to take care of your image."" ","बिग बॉस में दुष्कर्म करने वाले लोगों को कोई काम नहीं मिलता, ऐसा सलमान का कहना है "
"Sidharth Malhotra, Kriti Sanon and Karan Johar turned showstoppers for designer Manish Malhotra, who showcased his bridal collection in Dubai. The collection featured garments in pastel shades embellished with pearls, tassels and sequins. ""Dubai is Manish's sasural and he has made it his own... Manish Malhotra is shining and sparkling like his garments,"" said Karan.","सिद्धार्थ, कृति, करण ने मनीष के दुबई शो के लिए रैंप वॉक किया "
"Actor Rajinikanth has said that he doesn't know what's required to succeed in politics, while jokingly adding, ""I think, Kamal (Haasan) knows what's required...But then, he won't tell me what that is."" Rajinikanth further said that maybe Kamal would have told him this two months ago. He also said just fame and stardom aren't enough to be a successful politician. ","कमल मुझे नहीं बताएगा कि राजनीति में क्या आवश्यक है, रजनी कहते हैं "
"Sri Lanka Cricket has permitted batsman Chamara Silva to participate in domestic matches, after he appealed his two-year ban. Silva, who will be allowed to play pending the outcome of appeal, was banned last month for breaching spirit of the game during a first-class match. This comes after ICC said it was conducting an anti-corruption probe in Sri Lanka.",SL ने चमारा सिल्वा को घरेलू क्रिकेट खेलने पर प्रतिबंध लगा दिया 
"Paramilitary forces are developing non-lethal devices for peace-keeping during incidents of civil unrest, officials have said. The crowd-control devices include acoustic devices which emit high-pitch sounds, shock batons, chilli grenades, and laser dazzler which causes temporary blindness. This comes after security forces in Kashmir faced criticism for using pellet guns at unarmed protestors.",पैरामिलिट्री ने अशांति का मुकाबला करने के लिए गैर-घातक हथियारों को पढ़ा 
Indian fast bowler Jasprit Bumrah held onto a catch after he fumbled and almost dropped Australian batsman Aaron Finch during the fifth ODI in Nagpur on Sunday. Finch had lofted a Hardik Pandya delivery wide of mid-off where Bumrah grabbed the ball but it popped out of his hands and rolled over his legs before he held onto it.,बुमराह ने फिंच को आउट करने के लिए लपका 
"Pictures have emerged of England cricketers, including Jos Buttler and captain Eoin Morgan, 'bowling' with a sex toy in Amsterdam's red light district during Buttler's bachelor party. The wicketkeeper, along with a group of 20 friends, was also spotted talking to a prostitute. The cricketers were earlier asked to cancel the party after Ben Stokes' recent nightclub brawl.",इंग्लैंड के खिलाड़ियों ने बटलर के बैचलर बैश में सेक्स टॉय के साथ गेंदबाजी की 
"The Karnataka government has decided to fine Police Sub-Inspectors and constables in the state Ã¢ÂÂ¹2 lakh and Ã¢ÂÂ¹1 lakh respectively if they quit before completing five years of service. Nearly 300 cops have resigned in the past few months, and 36% posts are vacant in the state. Further, it costs the government around Ã¢ÂÂ¹3 lakh to train each new recruit.",पांच साल के भीतर नौकरी छोड़ने वाले नेताओं को कर्नाटक 
